,MAIN_SVVD,POL_CDE,POL_NME,POD_CDE,POD_NME,WBL_INTEVAL,MAIN_SVVD_SAILING_DATE,NUM,PRICE,binom
4,IC10-R3N-100 N,NSH,南沙,TSN,新港,2020-08-24 08:00:00,2020-08-26 23:00:00,0,0.0,0
5,IC10-R3N-100 N,NSH,南沙,TSN,新港,2020-08-24 10:00:00,2020-08-26 23:00:00,0,0.0,0
6,IC10-R3N-100 N,NSH,南沙,TSN,新港,2020-08-24 12:00:00,2020-08-26 23:00:00,0,0.0,0
7,IC10-R3N-100 N,NSH,南沙,TSN,新港,2020-08-24 14:00:00,2020-08-26 23:00:00,0,0.0,0
9,IC10-R3N-100 N,NSH,南沙,TSN,新港,2020-08-24 16:00:00,2020-08-26 23:00:00,2,1400.0,1
10,IC10-R3N-100 N,NSH,南沙,TSN,新港,2020-08-24 18:00:00,2020-08-26 23:00:00,0,0.0,0
18,IC10-R3N-100 N,NSH,南沙,TSN,新港,2020-08-25 08:00:00,2020-08-26 23:00:00,1,1400.0,1
22,IC10-QSJ-115 N,NSH,南沙,TSN,新港,2020-06-07 08:00:00,2020-06-10 23:00:00,0,0.0,0
24,IC10-QSJ-115 N,NSH,南沙,TSN,新港,2020-06-07 10:00:00,2020-06-10 23:00:00,2,458.0,1
25,IC10-QSJ-115 N,NSH,南沙,TSN,新港,2020-06-07 12:00:00,2020-06-10 23:00:00,0,0.0,0
26,IC10-QSJ-115 N,NSH,南沙,TSN,新港,2020-06-07 14:00:00,2020-06-10 23:00:00,0,0.0,0
27,IC10-QSJ-115 N,NSH,南沙,TSN,新港,2020-06-07 16:00:00,2020-06-10 23:00:00,0,0.0,0
28,IC10-QSJ-115 N,NSH,南沙,TSN,新港,2020-06-07 18:00:00,2020-06-10 23:00:00,0,0.0,0
42,IC10-QSJ-115 N,NSH,南沙,TSN,新港,2020-06-08 08:00:00,2020-06-10 23:00:00,3,458.0,1
43,IC10-QSJ-115 N,NSH,南沙,TSN,新港,2020-06-08 10:00:00,2020-06-10 23:00:00,0,0.0,0
44,IC10-QSJ-115 N,NSH,南沙,TSN,新港,2020-06-08 12:00:00,2020-06-10 23:00:00,0,0.0,0
45,IC10-QSJ-115 N,NSH,南沙,TSN,新港,2020-06-08 14:00:00,2020-06-10 23:00:00,0,0.0,0
46,IC10-QSJ-115 N,NSH,南沙,TSN,新港,2020-06-08 16:00:00,2020-06-10 23:00:00,0,0.0,0
47,IC10-QSJ-115 N,NSH,南沙,TSN,新港,2020-06-08 18:00:00,2020-06-10 23:00:00,0,0.0,0
54,IC10-QSJ-115 N,NSH,南沙,TSN,新港,2020-06-09 08:00:00,2020-06-10 23:00:00,0,0.0,0
56,IC10-QSJ-115 N,NSH,南沙,TSN,新港,2020-06-09 10:00:00,2020-06-10 23:00:00,1,458.0,1
60,IC10-R3N-092 N,NSH,南沙,TSN,新港,2020-05-05 08:00:00,2020-05-09 23:00:00,0,0.0,0
61,IC10-R3N-092 N,NSH,南沙,TSN,新港,2020-05-05 10:00:00,2020-05-09 23:00:00,0,0.0,0
62,IC10-R3N-092 N,NSH,南沙,TSN,新港,2020-05-05 12:00:00,2020-05-09 23:00:00,0,0.0,0
64,IC10-R3N-092 N,NSH,南沙,TSN,新港,2020-05-05 14:00:00,2020-05-09 23:00:00,1,458.0,1
65,IC10-R3N-092 N,NSH,南沙,TSN,新港,2020-05-05 16:00:00,2020-05-09 23:00:00,0,0.0,0
66,IC10-R3N-092 N,NSH,南沙,TSN,新港,2020-05-05 18:00:00,2020-05-09 23:00:00,0,0.0,0
73,IC10-R3N-092 N,NSH,南沙,TSN,新港,2020-05-06 08:00:00,2020-05-09 23:00:00,0,0.0,0
74,IC10-R3N-092 N,NSH,南沙,TSN,新港,2020-05-06 10:00:00,2020-05-09 23:00:00,0,0.0,0
75,IC10-R3N-092 N,NSH,南沙,TSN,新港,2020-05-06 12:00:00,2020-05-09 23:00:00,0,0.0,0
77,IC10-R3N-092 N,NSH,南沙,TSN,新港,2020-05-06 14:00:00,2020-05-09 23:00:00,1,458.0,1
78,IC10-R3N-092 N,NSH,南沙,TSN,新港,2020-05-06 16:00:00,2020-05-09 23:00:00,0,0.0,0
79,IC10-R3N-092 N,NSH,南沙,TSN,新港,2020-05-06 18:00:00,2020-05-09 23:00:00,0,0.0,0
86,IC10-R3N-092 N,NSH,南沙,TSN,新港,2020-05-07 08:00:00,2020-05-09 23:00:00,0,0.0,0
87,IC10-R3N-092 N,NSH,南沙,TSN,新港,2020-05-07 10:00:00,2020-05-09 23:00:00,0,0.0,0
88,IC10-R3N-092 N,NSH,南沙,TSN,新港,2020-05-07 12:00:00,2020-05-09 23:00:00,0,0.0,0
90,IC10-R3N-092 N,NSH,南沙,TSN,新港,2020-05-07 14:00:00,2020-05-09 23:00:00,4,458.0,1
91,IC10-R3N-092 N,NSH,南沙,TSN,新港,2020-05-07 16:00:00,2020-05-09 23:00:00,0,0.0,0
92,IC10-R3N-092 N,NSH,南沙,TSN,新港,2020-05-07 18:00:00,2020-05-09 23:00:00,0,0.0,0
100,IC10-R3N-092 N,NSH,南沙,TSN,新港,2020-05-08 08:00:00,2020-05-09 23:00:00,1,458.0,1
104,IC10-QSJ-132 N,NSH,南沙,TSN,新港,2021-01-11 08:00:00,2021-01-17 23:00:00,0,0.0,0
106,IC10-QSJ-132 N,NSH,南沙,TSN,新港,2021-01-11 10:00:00,2021-01-17 23:00:00,1,1500.0,1
107,IC10-QSJ-132 N,NSH,南沙,TSN,新港,2021-01-11 12:00:00,2021-01-17 23:00:00,0,0.0,0
108,IC10-QSJ-132 N,NSH,南沙,TSN,新港,2021-01-11 14:00:00,2021-01-17 23:00:00,0,0.0,0
109,IC10-QSJ-132 N,NSH,南沙,TSN,新港,2021-01-11 16:00:00,2021-01-17 23:00:00,0,0.0,0
110,IC10-QSJ-132 N,NSH,南沙,TSN,新港,2021-01-11 18:00:00,2021-01-17 23:00:00,0,0.0,0
117,IC10-QSJ-132 N,NSH,南沙,TSN,新港,2021-01-12 08:00:00,2021-01-17 23:00:00,0,0.0,0
118,IC10-QSJ-132 N,NSH,南沙,TSN,新港,2021-01-12 10:00:00,2021-01-17 23:00:00,0,0.0,0
119,IC10-QSJ-132 N,NSH,南沙,TSN,新港,2021-01-12 12:00:00,2021-01-17 23:00:00,0,0.0,0
121,IC10-QSJ-132 N,NSH,南沙,TSN,新港,2021-01-12 14:00:00,2021-01-17 23:00:00,1,1500.0,1
122,IC10-QSJ-132 N,NSH,南沙,TSN,新港,2021-01-12 16:00:00,2021-01-17 23:00:00,0,0.0,0
123,IC10-QSJ-132 N,NSH,南沙,TSN,新港,2021-01-12 18:00:00,2021-01-17 23:00:00,0,0.0,0
130,IC10-QSJ-132 N,NSH,南沙,TSN,新港,2021-01-13 08:00:00,2021-01-17 23:00:00,0,0.0,0
131,IC10-QSJ-132 N,NSH,南沙,TSN,新港,2021-01-13 10:00:00,2021-01-17 23:00:00,0,0.0,0
132,IC10-QSJ-132 N,NSH,南沙,TSN,新港,2021-01-13 12:00:00,2021-01-17 23:00:00,0,0.0,0
134,IC10-QSJ-132 N,NSH,南沙,TSN,新港,2021-01-13 14:00:00,2021-01-17 23:00:00,1,1500.0,1
135,IC10-QSJ-132 N,NSH,南沙,TSN,新港,2021-01-13 16:00:00,2021-01-17 23:00:00,0,0.0,0
136,IC10-QSJ-132 N,NSH,南沙,TSN,新港,2021-01-13 18:00:00,2021-01-17 23:00:00,0,0.0,0
143,IC10-QSJ-132 N,NSH,南沙,TSN,新港,2021-01-14 08:00:00,2021-01-17 23:00:00,0,0.0,0
144,IC10-QSJ-132 N,NSH,南沙,TSN,新港,2021-01-14 10:00:00,2021-01-17 23:00:00,0,0.0,0
145,IC10-QSJ-132 N,NSH,南沙,TSN,新港,2021-01-14 12:00:00,2021-01-17 23:00:00,0,0.0,0
146,IC10-QSJ-132 N,NSH,南沙,TSN,新港,2021-01-14 14:00:00,2021-01-17 23:00:00,0,0.0,0
148,IC10-QSJ-132 N,NSH,南沙,TSN,新港,2021-01-14 16:00:00,2021-01-17 23:00:00,2,1500.0,1
149,IC10-QSJ-132 N,NSH,南沙,TSN,新港,2021-01-14 18:00:00,2021-01-17 23:00:00,0,0.0,0
156,IC10-QSJ-132 N,NSH,南沙,TSN,新港,2021-01-15 08:00:00,2021-01-17 23:00:00,0,0.0,0
157,IC10-QSJ-132 N,NSH,南沙,TSN,新港,2021-01-15 10:00:00,2021-01-17 23:00:00,0,0.0,0
158,IC10-QSJ-132 N,NSH,南沙,TSN,新港,2021-01-15 12:00:00,2021-01-17 23:00:00,0,0.0,0
159,IC10-QSJ-132 N,NSH,南沙,TSN,新港,2021-01-15 14:00:00,2021-01-17 23:00:00,0,0.0,0
161,IC10-QSJ-132 N,NSH,南沙,TSN,新港,2021-01-15 16:00:00,2021-01-17 23:00:00,1,1500.0,1
165,IC10-QT6-127 N,NSH,南沙,TSN,新港,2020-11-16 08:00:00,2020-11-20 23:00:00,0,0.0,0
166,IC10-QT6-127 N,NSH,南沙,TSN,新港,2020-11-16 10:00:00,2020-11-20 23:00:00,0,0.0,0
167,IC10-QT6-127 N,NSH,南沙,TSN,新港,2020-11-16 12:00:00,2020-11-20 23:00:00,0,0.0,0
168,IC10-QT6-127 N,NSH,南沙,TSN,新港,2020-11-16 14:00:00,2020-11-20 23:00:00,0,0.0,0
170,IC10-QT6-127 N,NSH,南沙,TSN,新港,2020-11-16 16:00:00,2020-11-20 23:00:00,1,1800.0,1
171,IC10-QT6-127 N,NSH,南沙,TSN,新港,2020-11-16 18:00:00,2020-11-20 23:00:00,0,0.0,0
178,IC10-QT6-127 N,NSH,南沙,TSN,新港,2020-11-17 08:00:00,2020-11-20 23:00:00,0,0.0,0
180,IC10-QT6-127 N,NSH,南沙,TSN,新港,2020-11-17 10:00:00,2020-11-20 23:00:00,1,1800.0,1
181,IC10-QT6-127 N,NSH,南沙,TSN,新港,2020-11-17 12:00:00,2020-11-20 23:00:00,0,0.0,0
182,IC10-QT6-127 N,NSH,南沙,TSN,新港,2020-11-17 14:00:00,2020-11-20 23:00:00,0,0.0,0
183,IC10-QT6-127 N,NSH,南沙,TSN,新港,2020-11-17 16:00:00,2020-11-20 23:00:00,0,0.0,0
184,IC10-QT6-127 N,NSH,南沙,TSN,新港,2020-11-17 18:00:00,2020-11-20 23:00:00,0,0.0,0
191,IC10-QT6-127 N,NSH,南沙,TSN,新港,2020-11-18 08:00:00,2020-11-20 23:00:00,0,0.0,0
193,IC10-QT6-127 N,NSH,南沙,TSN,新港,2020-11-18 10:00:00,2020-11-20 23:00:00,1,1500.0,1
194,IC10-QT6-127 N,NSH,南沙,TSN,新港,2020-11-18 12:00:00,2020-11-20 23:00:00,0,0.0,0
196,IC10-QT6-127 N,NSH,南沙,TSN,新港,2020-11-18 14:00:00,2020-11-20 23:00:00,1,1500.0,1
200,IC10-QNN-115 N,NSH,南沙,TSN,新港,2020-07-25 08:00:00,2020-07-28 23:00:00,0,0.0,0
202,IC10-QNN-115 N,NSH,南沙,TSN,新港,2020-07-25 10:00:00,2020-07-28 23:00:00,1,800.0,1
203,IC10-QNN-115 N,NSH,南沙,TSN,新港,2020-07-25 12:00:00,2020-07-28 23:00:00,0,0.0,0
204,IC10-QNN-115 N,NSH,南沙,TSN,新港,2020-07-25 14:00:00,2020-07-28 23:00:00,0,0.0,0
205,IC10-QNN-115 N,NSH,南沙,TSN,新港,2020-07-25 16:00:00,2020-07-28 23:00:00,0,0.0,0
206,IC10-QNN-115 N,NSH,南沙,TSN,新港,2020-07-25 18:00:00,2020-07-28 23:00:00,0,0.0,0
213,IC10-QNN-115 N,NSH,南沙,TSN,新港,2020-07-26 08:00:00,2020-07-28 23:00:00,0,0.0,0
214,IC10-QNN-115 N,NSH,南沙,TSN,新港,2020-07-26 10:00:00,2020-07-28 23:00:00,0,0.0,0
216,IC10-QNN-115 N,NSH,南沙,TSN,新港,2020-07-26 12:00:00,2020-07-28 23:00:00,1,800.0,1
217,IC10-QNN-115 N,NSH,南沙,TSN,新港,2020-07-26 14:00:00,2020-07-28 23:00:00,0,0.0,0
218,IC10-QNN-115 N,NSH,南沙,TSN,新港,2020-07-26 16:00:00,2020-07-28 23:00:00,0,0.0,0
219,IC10-QNN-115 N,NSH,南沙,TSN,新港,2020-07-26 18:00:00,2020-07-28 23:00:00,0,0.0,0
228,IC10-QNN-115 N,NSH,南沙,TSN,新港,2020-07-27 10:00:00,2020-07-28 23:00:00,1,800.0,1
229,IC10-QNN-115 N,NSH,南沙,TSN,新港,2020-07-27 08:00:00,2020-07-28 23:00:00,1,800.0,1
233,IC10-QB3-064 N,NSH,南沙,TSN,新港,2020-01-15 08:00:00,2020-01-24 23:00:00,0,0.0,0
234,IC10-QB3-064 N,NSH,南沙,TSN,新港,2020-01-15 10:00:00,2020-01-24 23:00:00,0,0.0,0
235,IC10-QB3-064 N,NSH,南沙,TSN,新港,2020-01-15 12:00:00,2020-01-24 23:00:00,0,0.0,0
236,IC10-QB3-064 N,NSH,南沙,TSN,新港,2020-01-15 14:00:00,2020-01-24 23:00:00,0,0.0,0
238,IC10-QB3-064 N,NSH,南沙,TSN,新港,2020-01-15 16:00:00,2020-01-24 23:00:00,4,1416.0,1
239,IC10-QB3-064 N,NSH,南沙,TSN,新港,2020-01-15 18:00:00,2020-01-24 23:00:00,0,0.0,0
246,IC10-QB3-064 N,NSH,南沙,TSN,新港,2020-01-16 08:00:00,2020-01-24 23:00:00,0,0.0,0
247,IC10-QB3-064 N,NSH,南沙,TSN,新港,2020-01-16 10:00:00,2020-01-24 23:00:00,0,0.0,0
248,IC10-QB3-064 N,NSH,南沙,TSN,新港,2020-01-16 12:00:00,2020-01-24 23:00:00,0,0.0,0
249,IC10-QB3-064 N,NSH,南沙,TSN,新港,2020-01-16 14:00:00,2020-01-24 23:00:00,0,0.0,0
250,IC10-QB3-064 N,NSH,南沙,TSN,新港,2020-01-16 16:00:00,2020-01-24 23:00:00,0,0.0,0
251,IC10-QB3-064 N,NSH,南沙,TSN,新港,2020-01-16 18:00:00,2020-01-24 23:00:00,0,0.0,0
258,IC10-QB3-064 N,NSH,南沙,TSN,新港,2020-01-17 08:00:00,2020-01-24 23:00:00,0,0.0,0
259,IC10-QB3-064 N,NSH,南沙,TSN,新港,2020-01-17 10:00:00,2020-01-24 23:00:00,0,0.0,0
260,IC10-QB3-064 N,NSH,南沙,TSN,新港,2020-01-17 12:00:00,2020-01-24 23:00:00,0,0.0,0
261,IC10-QB3-064 N,NSH,南沙,TSN,新港,2020-01-17 14:00:00,2020-01-24 23:00:00,0,0.0,0
262,IC10-QB3-064 N,NSH,南沙,TSN,新港,2020-01-17 16:00:00,2020-01-24 23:00:00,0,0.0,0
263,IC10-QB3-064 N,NSH,南沙,TSN,新港,2020-01-17 18:00:00,2020-01-24 23:00:00,0,0.0,0
270,IC10-QB3-064 N,NSH,南沙,TSN,新港,2020-01-18 08:00:00,2020-01-24 23:00:00,0,0.0,0
271,IC10-QB3-064 N,NSH,南沙,TSN,新港,2020-01-18 10:00:00,2020-01-24 23:00:00,0,0.0,0
272,IC10-QB3-064 N,NSH,南沙,TSN,新港,2020-01-18 12:00:00,2020-01-24 23:00:00,0,0.0,0
273,IC10-QB3-064 N,NSH,南沙,TSN,新港,2020-01-18 14:00:00,2020-01-24 23:00:00,0,0.0,0
274,IC10-QB3-064 N,NSH,南沙,TSN,新港,2020-01-18 16:00:00,2020-01-24 23:00:00,0,0.0,0
275,IC10-QB3-064 N,NSH,南沙,TSN,新港,2020-01-18 18:00:00,2020-01-24 23:00:00,0,0.0,0
282,IC10-QB3-064 N,NSH,南沙,TSN,新港,2020-01-19 08:00:00,2020-01-24 23:00:00,0,0.0,0
283,IC10-QB3-064 N,NSH,南沙,TSN,新港,2020-01-19 10:00:00,2020-01-24 23:00:00,0,0.0,0
284,IC10-QB3-064 N,NSH,南沙,TSN,新港,2020-01-19 12:00:00,2020-01-24 23:00:00,0,0.0,0
285,IC10-QB3-064 N,NSH,南沙,TSN,新港,2020-01-19 14:00:00,2020-01-24 23:00:00,0,0.0,0
286,IC10-QB3-064 N,NSH,南沙,TSN,新港,2020-01-19 16:00:00,2020-01-24 23:00:00,0,0.0,0
287,IC10-QB3-064 N,NSH,南沙,TSN,新港,2020-01-19 18:00:00,2020-01-24 23:00:00,0,0.0,0
295,IC10-QB3-064 N,NSH,南沙,TSN,新港,2020-01-20 08:00:00,2020-01-24 23:00:00,1,1416.0,1
299,IC10-QNV-160 N,NSH,南沙,TSN,新港,2020-03-21 08:00:00,2020-03-24 23:00:00,0,0.0,0
301,IC10-QNV-160 N,NSH,南沙,TSN,新港,2020-03-21 10:00:00,2020-03-24 23:00:00,1,439.0,1
302,IC10-QNV-160 N,NSH,南沙,TSN,新港,2020-03-21 12:00:00,2020-03-24 23:00:00,0,0.0,0
303,IC10-QNV-160 N,NSH,南沙,TSN,新港,2020-03-21 14:00:00,2020-03-24 23:00:00,0,0.0,0
304,IC10-QNV-160 N,NSH,南沙,TSN,新港,2020-03-21 16:00:00,2020-03-24 23:00:00,0,0.0,0
305,IC10-QNV-160 N,NSH,南沙,TSN,新港,2020-03-21 18:00:00,2020-03-24 23:00:00,0,0.0,0
312,IC10-QNV-160 N,NSH,南沙,TSN,新港,2020-03-22 08:00:00,2020-03-24 23:00:00,0,0.0,0
313,IC10-QNV-160 N,NSH,南沙,TSN,新港,2020-03-22 10:00:00,2020-03-24 23:00:00,0,0.0,0
314,IC10-QNV-160 N,NSH,南沙,TSN,新港,2020-03-22 12:00:00,2020-03-24 23:00:00,0,0.0,0
315,IC10-QNV-160 N,NSH,南沙,TSN,新港,2020-03-22 14:00:00,2020-03-24 23:00:00,0,0.0,0
316,IC10-QNV-160 N,NSH,南沙,TSN,新港,2020-03-22 16:00:00,2020-03-24 23:00:00,0,0.0,0
317,IC10-QNV-160 N,NSH,南沙,TSN,新港,2020-03-22 18:00:00,2020-03-24 23:00:00,0,0.0,0
326,IC10-QNV-160 N,NSH,南沙,TSN,新港,2020-03-23 10:00:00,2020-03-24 23:00:00,1,439.0,1
327,IC10-QNV-160 N,NSH,南沙,TSN,新港,2020-03-23 08:00:00,2020-03-24 23:00:00,3,439.0,1
331,IC10-QT6-115 N,NSH,南沙,TSN,新港,2020-06-10 08:00:00,2020-06-12 23:00:00,0,0.0,0
332,IC10-QT6-115 N,NSH,南沙,TSN,新港,2020-06-10 10:00:00,2020-06-12 23:00:00,0,0.0,0
333,IC10-QT6-115 N,NSH,南沙,TSN,新港,2020-06-10 12:00:00,2020-06-12 23:00:00,0,0.0,0
335,IC10-QT6-115 N,NSH,南沙,TSN,新港,2020-06-10 14:00:00,2020-06-12 23:00:00,2,458.0,1
337,IC10-QT6-115 N,NSH,南沙,TSN,新港,2020-06-10 16:00:00,2020-06-12 23:00:00,1,458.0,1
338,IC10-QT6-115 N,NSH,南沙,TSN,新港,2020-06-09 16:00:00,2020-06-12 23:00:00,1,458.0,1
342,IC10-QB3-062 N,NSH,南沙,TSN,新港,2019-12-23 08:00:00,2019-12-26 23:00:00,0,0.0,0
343,IC10-QB3-062 N,NSH,南沙,TSN,新港,2019-12-23 10:00:00,2019-12-26 23:00:00,0,0.0,0
344,IC10-QB3-062 N,NSH,南沙,TSN,新港,2019-12-23 12:00:00,2019-12-26 23:00:00,0,0.0,0
346,IC10-QB3-062 N,NSH,南沙,TSN,新港,2019-12-23 14:00:00,2019-12-26 23:00:00,1,1416.0,1
347,IC10-QB3-062 N,NSH,南沙,TSN,新港,2019-12-23 16:00:00,2019-12-26 23:00:00,0,0.0,0
348,IC10-QB3-062 N,NSH,南沙,TSN,新港,2019-12-23 18:00:00,2019-12-26 23:00:00,0,0.0,0
355,IC10-QB3-062 N,NSH,南沙,TSN,新港,2019-12-24 08:00:00,2019-12-26 23:00:00,0,0.0,0
356,IC10-QB3-062 N,NSH,南沙,TSN,新港,2019-12-24 10:00:00,2019-12-26 23:00:00,0,0.0,0
357,IC10-QB3-062 N,NSH,南沙,TSN,新港,2019-12-24 12:00:00,2019-12-26 23:00:00,0,0.0,0
359,IC10-QB3-062 N,NSH,南沙,TSN,新港,2019-12-24 14:00:00,2019-12-26 23:00:00,1,1416.0,1
360,IC10-QB3-062 N,NSH,南沙,TSN,新港,2019-12-24 16:00:00,2019-12-26 23:00:00,0,0.0,0
361,IC10-QB3-062 N,NSH,南沙,TSN,新港,2019-12-24 18:00:00,2019-12-26 23:00:00,0,0.0,0
369,IC10-QB3-062 N,NSH,南沙,TSN,新港,2019-12-25 08:00:00,2019-12-26 23:00:00,1,1416.0,1
373,IC10-QSJ-134 N,NSH,南沙,TSN,新港,2021-02-22 08:00:00,2021-02-25 23:00:00,0,0.0,0
375,IC10-QSJ-134 N,NSH,南沙,TSN,新港,2021-02-22 10:00:00,2021-02-25 23:00:00,5,1215.0,1
376,IC10-QSJ-134 N,NSH,南沙,TSN,新港,2021-02-22 12:00:00,2021-02-25 23:00:00,0,0.0,0
378,IC10-QSJ-134 N,NSH,南沙,TSN,新港,2021-02-22 14:00:00,2021-02-25 23:00:00,2,1215.0,1
379,IC10-QSJ-134 N,NSH,南沙,TSN,新港,2021-02-22 16:00:00,2021-02-25 23:00:00,0,0.0,0
380,IC10-QSJ-134 N,NSH,南沙,TSN,新港,2021-02-22 18:00:00,2021-02-25 23:00:00,0,0.0,0
387,IC10-QSJ-134 N,NSH,南沙,TSN,新港,2021-02-23 08:00:00,2021-02-25 23:00:00,0,0.0,0
389,IC10-QSJ-134 N,NSH,南沙,TSN,新港,2021-02-23 10:00:00,2021-02-25 23:00:00,1,1215.0,1
390,IC10-QSJ-134 N,NSH,南沙,TSN,新港,2021-02-23 12:00:00,2021-02-25 23:00:00,0,0.0,0
391,IC10-QSJ-134 N,NSH,南沙,TSN,新港,2021-02-23 14:00:00,2021-02-25 23:00:00,0,0.0,0
392,IC10-QSJ-134 N,NSH,南沙,TSN,新港,2021-02-23 16:00:00,2021-02-25 23:00:00,0,0.0,0
393,IC10-QSJ-134 N,NSH,南沙,TSN,新港,2021-02-23 18:00:00,2021-02-25 23:00:00,0,0.0,0
400,IC10-QSJ-134 N,NSH,南沙,TSN,新港,2021-02-24 08:00:00,2021-02-25 23:00:00,0,0.0,0
401,IC10-QSJ-134 N,NSH,南沙,TSN,新港,2021-02-24 10:00:00,2021-02-25 23:00:00,0,0.0,0
403,IC10-QSJ-134 N,NSH,南沙,TSN,新港,2021-02-24 12:00:00,2021-02-25 23:00:00,1,1215.0,1
407,IC10-QSJ-113 N,NSH,南沙,TSN,新港,2020-05-10 08:00:00,2020-05-13 23:00:00,0,0.0,0
409,IC10-QSJ-113 N,NSH,南沙,TSN,新港,2020-05-10 10:00:00,2020-05-13 23:00:00,1,458.0,1
410,IC10-QSJ-113 N,NSH,南沙,TSN,新港,2020-05-10 12:00:00,2020-05-13 23:00:00,0,0.0,0
411,IC10-QSJ-113 N,NSH,南沙,TSN,新港,2020-05-10 14:00:00,2020-05-13 23:00:00,0,0.0,0
412,IC10-QSJ-113 N,NSH,南沙,TSN,新港,2020-05-10 16:00:00,2020-05-13 23:00:00,0,0.0,0
413,IC10-QSJ-113 N,NSH,南沙,TSN,新港,2020-05-10 18:00:00,2020-05-13 23:00:00,0,0.0,0
420,IC10-QSJ-113 N,NSH,南沙,TSN,新港,2020-05-11 08:00:00,2020-05-13 23:00:00,0,0.0,0
422,IC10-QSJ-113 N,NSH,南沙,TSN,新港,2020-05-11 10:00:00,2020-05-13 23:00:00,1,458.0,1
423,IC10-QSJ-113 N,NSH,南沙,TSN,新港,2020-05-11 12:00:00,2020-05-13 23:00:00,0,0.0,0
424,IC10-QSJ-113 N,NSH,南沙,TSN,新港,2020-05-11 14:00:00,2020-05-13 23:00:00,0,0.0,0
426,IC10-QSJ-113 N,NSH,南沙,TSN,新港,2020-05-11 16:00:00,2020-05-13 23:00:00,1,458.0,1
427,IC10-QSJ-113 N,NSH,南沙,TSN,新港,2020-05-08 14:00:00,2020-05-13 23:00:00,2,458.0,1
429,IC10-QSJ-113 N,NSH,南沙,TSN,新港,2020-05-08 16:00:00,2020-05-13 23:00:00,1,458.0,1
430,IC10-QSJ-113 N,NSH,南沙,TSN,新港,2020-05-08 18:00:00,2020-05-13 23:00:00,0,0.0,0
438,IC10-QSJ-113 N,NSH,南沙,TSN,新港,2020-05-09 08:00:00,2020-05-13 23:00:00,2,458.0,1
442,IC10-QNV-189 N,NSH,南沙,TSN,新港,2021-04-20 08:00:00,2021-04-23 23:00:00,0,0.0,0
444,IC10-QNV-189 N,NSH,南沙,TSN,新港,2021-04-20 10:00:00,2021-04-23 23:00:00,5,1300.0,1
445,IC10-QNV-189 N,NSH,南沙,TSN,新港,2021-04-20 12:00:00,2021-04-23 23:00:00,0,0.0,0
446,IC10-QNV-189 N,NSH,南沙,TSN,新港,2021-04-20 14:00:00,2021-04-23 23:00:00,0,0.0,0
447,IC10-QNV-189 N,NSH,南沙,TSN,新港,2021-04-20 16:00:00,2021-04-23 23:00:00,0,0.0,0
448,IC10-QNV-189 N,NSH,南沙,TSN,新港,2021-04-20 18:00:00,2021-04-23 23:00:00,0,0.0,0
455,IC10-QNV-189 N,NSH,南沙,TSN,新港,2021-04-21 08:00:00,2021-04-23 23:00:00,0,0.0,0
456,IC10-QNV-189 N,NSH,南沙,TSN,新港,2021-04-21 10:00:00,2021-04-23 23:00:00,0,0.0,0
457,IC10-QNV-189 N,NSH,南沙,TSN,新港,2021-04-21 12:00:00,2021-04-23 23:00:00,0,0.0,0
459,IC10-QNV-189 N,NSH,南沙,TSN,新港,2021-04-21 14:00:00,2021-04-23 23:00:00,2,1225.0,1
463,IC10-QSJ-116 N,NSH,南沙,TSN,新港,2020-06-21 08:00:00,2020-06-24 23:00:00,0,0.0,0
464,IC10-QSJ-116 N,NSH,南沙,TSN,新港,2020-06-21 10:00:00,2020-06-24 23:00:00,0,0.0,0
465,IC10-QSJ-116 N,NSH,南沙,TSN,新港,2020-06-21 12:00:00,2020-06-24 23:00:00,0,0.0,0
467,IC10-QSJ-116 N,NSH,南沙,TSN,新港,2020-06-21 14:00:00,2020-06-24 23:00:00,3,458.0,1
471,IC10-QT6-114 N,NSH,南沙,TSN,新港,2020-05-27 08:00:00,2020-05-29 23:00:00,0,0.0,0
472,IC10-QT6-114 N,NSH,南沙,TSN,新港,2020-05-27 10:00:00,2020-05-29 23:00:00,0,0.0,0
473,IC10-QT6-114 N,NSH,南沙,TSN,新港,2020-05-27 12:00:00,2020-05-29 23:00:00,0,0.0,0
475,IC10-QT6-114 N,NSH,南沙,TSN,新港,2020-05-27 14:00:00,2020-05-29 23:00:00,1,458.0,1
477,IC10-QT6-114 N,NSH,南沙,TSN,新港,2020-05-27 16:00:00,2020-05-29 23:00:00,1,458.0,1
478,IC10-QT6-114 N,NSH,南沙,TSN,新港,2020-05-27 18:00:00,2020-05-29 23:00:00,0,0.0,0
485,IC10-QT6-114 N,NSH,南沙,TSN,新港,2020-05-28 08:00:00,2020-05-29 23:00:00,0,0.0,0
487,IC10-QT6-114 N,NSH,南沙,TSN,新港,2020-05-28 10:00:00,2020-05-29 23:00:00,1,458.0,1
491,IC10-QSH-131 N,NSH,南沙,TSN,新港,2020-08-16 08:00:00,2020-08-20 23:00:00,0,0.0,0
492,IC10-QSH-131 N,NSH,南沙,TSN,新港,2020-08-16 10:00:00,2020-08-20 23:00:00,0,0.0,0
493,IC10-QSH-131 N,NSH,南沙,TSN,新港,2020-08-16 12:00:00,2020-08-20 23:00:00,0,0.0,0
495,IC10-QSH-131 N,NSH,南沙,TSN,新港,2020-08-16 14:00:00,2020-08-20 23:00:00,2,1073.0,1
