,MAIN_SVVD,POL_CDE,POL_NME,POD_CDE,POD_NME,WBL_INTEVAL,MAIN_SVVD_SAILING_DATE,NUM,PRICE,binom
5,IC29-NPL-003 S,YIK,营口,QZH,钦州,2020-04-23 08:00:00,2020-04-28 15:00:00,7,1548.0,1
6,IC29-NPL-003 S,YIK,营口,QZH,钦州,2020-04-23 10:00:00,2020-04-28 15:00:00,0,0.0,0
7,IC29-NPL-003 S,YIK,营口,QZH,钦州,2020-04-23 12:00:00,2020-04-28 15:00:00,0,0.0,0
8,IC29-NPL-003 S,YIK,营口,QZH,钦州,2020-04-23 14:00:00,2020-04-28 15:00:00,0,0.0,0
9,IC29-NPL-003 S,YIK,营口,QZH,钦州,2020-04-23 16:00:00,2020-04-28 15:00:00,0,0.0,0
10,IC29-NPL-003 S,YIK,营口,QZH,钦州,2020-04-23 18:00:00,2020-04-28 15:00:00,0,0.0,0
26,IC29-NPL-003 S,YIK,营口,QZH,钦州,2020-04-24 08:00:00,2020-04-28 15:00:00,6,1548.0,1
27,IC29-NPL-003 S,YIK,营口,QZH,钦州,2020-04-24 10:00:00,2020-04-28 15:00:00,0,0.0,0
28,IC29-NPL-003 S,YIK,营口,QZH,钦州,2020-04-24 12:00:00,2020-04-28 15:00:00,0,0.0,0
29,IC29-NPL-003 S,YIK,营口,QZH,钦州,2020-04-24 14:00:00,2020-04-28 15:00:00,0,0.0,0
30,IC29-NPL-003 S,YIK,营口,QZH,钦州,2020-04-24 16:00:00,2020-04-28 15:00:00,0,0.0,0
31,IC29-NPL-003 S,YIK,营口,QZH,钦州,2020-04-24 18:00:00,2020-04-28 15:00:00,0,0.0,0
45,IC29-NPL-003 S,YIK,营口,QZH,钦州,2020-04-25 08:00:00,2020-04-28 15:00:00,7,1548.0,1
46,IC29-NPL-003 S,YIK,营口,QZH,钦州,2020-04-25 10:00:00,2020-04-28 15:00:00,0,0.0,0
47,IC29-NPL-003 S,YIK,营口,QZH,钦州,2020-04-25 12:00:00,2020-04-28 15:00:00,0,0.0,0
48,IC29-NPL-003 S,YIK,营口,QZH,钦州,2020-04-25 14:00:00,2020-04-28 15:00:00,0,0.0,0
49,IC29-NPL-003 S,YIK,营口,QZH,钦州,2020-04-25 16:00:00,2020-04-28 15:00:00,0,0.0,0
50,IC29-NPL-003 S,YIK,营口,QZH,钦州,2020-04-25 18:00:00,2020-04-28 15:00:00,0,0.0,0
64,IC29-NPL-003 S,YIK,营口,QZH,钦州,2020-04-26 08:00:00,2020-04-28 15:00:00,6,1548.0,1
65,IC29-NPL-003 S,YIK,营口,QZH,钦州,2020-04-26 10:00:00,2020-04-28 15:00:00,0,0.0,0
66,IC29-NPL-003 S,YIK,营口,QZH,钦州,2020-04-26 12:00:00,2020-04-28 15:00:00,0,0.0,0
67,IC29-NPL-003 S,YIK,营口,QZH,钦州,2020-04-26 14:00:00,2020-04-28 15:00:00,0,0.0,0
68,IC29-NPL-003 S,YIK,营口,QZH,钦州,2020-04-26 16:00:00,2020-04-28 15:00:00,0,0.0,0
69,IC29-NPL-003 S,YIK,营口,QZH,钦州,2020-04-26 18:00:00,2020-04-28 15:00:00,0,0.0,0
76,IC29-NPL-003 S,YIK,营口,QZH,钦州,2020-04-27 08:00:00,2020-04-28 15:00:00,0,0.0,0
78,IC29-NPL-003 S,YIK,营口,QZH,钦州,2020-04-27 10:00:00,2020-04-28 15:00:00,70,1498.0,1
79,IC29-NPL-003 S,YIK,营口,QZH,钦州,2020-04-27 12:00:00,2020-04-28 15:00:00,0,0.0,0
81,IC29-NPL-003 S,YIK,营口,QZH,钦州,2020-04-27 14:00:00,2020-04-28 15:00:00,61,1498.0,1
82,IC29-NPL-003 S,YIK,营口,QZH,钦州,2020-04-27 16:00:00,2020-04-28 15:00:00,0,0.0,0
83,IC29-NPL-003 S,YIK,营口,QZH,钦州,2020-04-27 18:00:00,2020-04-28 15:00:00,0,0.0,0
95,IC29-NPL-003 S,YIK,营口,QZH,钦州,2020-04-28 08:00:00,2020-04-28 15:00:00,6,1498.0,1
96,IC29-NPL-003 S,YIK,营口,QZH,钦州,2020-04-28 10:00:00,2020-04-28 15:00:00,0,0.0,0
97,IC29-NPL-003 S,YIK,营口,QZH,钦州,2020-04-28 12:00:00,2020-04-28 15:00:00,0,0.0,0
98,IC29-NPL-003 S,YIK,营口,QZH,钦州,2020-04-28 14:00:00,2020-04-28 15:00:00,0,0.0,0
99,IC29-NPL-003 S,YIK,营口,QZH,钦州,2020-04-28 16:00:00,2020-04-28 15:00:00,0,0.0,0
100,IC29-NPL-003 S,YIK,营口,QZH,钦州,2020-04-28 18:00:00,2020-04-28 15:00:00,0,0.0,0
108,IC29-NPL-003 S,YIK,营口,QZH,钦州,2020-04-29 08:00:00,2020-04-28 15:00:00,5,1498.0,1
120,IC29-NLX-019 S,YIK,营口,QZH,钦州,2020-10-10 08:00:00,2020-10-27 22:00:00,8,3078.0,1
121,IC29-NLX-019 S,YIK,营口,QZH,钦州,2020-10-10 10:00:00,2020-10-27 22:00:00,0,0.0,0
122,IC29-NLX-019 S,YIK,营口,QZH,钦州,2020-10-10 12:00:00,2020-10-27 22:00:00,0,0.0,0
123,IC29-NLX-019 S,YIK,营口,QZH,钦州,2020-10-10 14:00:00,2020-10-27 22:00:00,0,0.0,0
124,IC29-NLX-019 S,YIK,营口,QZH,钦州,2020-10-10 16:00:00,2020-10-27 22:00:00,0,0.0,0
125,IC29-NLX-019 S,YIK,营口,QZH,钦州,2020-10-10 18:00:00,2020-10-27 22:00:00,0,0.0,0
132,IC29-NLX-019 S,YIK,营口,QZH,钦州,2020-10-11 08:00:00,2020-10-27 22:00:00,0,0.0,0
133,IC29-NLX-019 S,YIK,营口,QZH,钦州,2020-10-11 10:00:00,2020-10-27 22:00:00,0,0.0,0
134,IC29-NLX-019 S,YIK,营口,QZH,钦州,2020-10-11 12:00:00,2020-10-27 22:00:00,0,0.0,0
135,IC29-NLX-019 S,YIK,营口,QZH,钦州,2020-10-11 14:00:00,2020-10-27 22:00:00,0,0.0,0
136,IC29-NLX-019 S,YIK,营口,QZH,钦州,2020-10-11 16:00:00,2020-10-27 22:00:00,0,0.0,0
137,IC29-NLX-019 S,YIK,营口,QZH,钦州,2020-10-11 18:00:00,2020-10-27 22:00:00,0,0.0,0
144,IC29-NLX-019 S,YIK,营口,QZH,钦州,2020-10-12 08:00:00,2020-10-27 22:00:00,0,0.0,0
145,IC29-NLX-019 S,YIK,营口,QZH,钦州,2020-10-12 10:00:00,2020-10-27 22:00:00,0,0.0,0
146,IC29-NLX-019 S,YIK,营口,QZH,钦州,2020-10-12 12:00:00,2020-10-27 22:00:00,0,0.0,0
147,IC29-NLX-019 S,YIK,营口,QZH,钦州,2020-10-12 14:00:00,2020-10-27 22:00:00,0,0.0,0
148,IC29-NLX-019 S,YIK,营口,QZH,钦州,2020-10-12 16:00:00,2020-10-27 22:00:00,0,0.0,0
149,IC29-NLX-019 S,YIK,营口,QZH,钦州,2020-10-12 18:00:00,2020-10-27 22:00:00,0,0.0,0
163,IC29-NLX-019 S,YIK,营口,QZH,钦州,2020-10-13 08:00:00,2020-10-27 22:00:00,94,3078.0,1
164,IC29-NLX-019 S,YIK,营口,QZH,钦州,2020-10-13 10:00:00,2020-10-27 22:00:00,0,0.0,0
165,IC29-NLX-019 S,YIK,营口,QZH,钦州,2020-10-13 12:00:00,2020-10-27 22:00:00,0,0.0,0
166,IC29-NLX-019 S,YIK,营口,QZH,钦州,2020-10-13 14:00:00,2020-10-27 22:00:00,0,0.0,0
167,IC29-NLX-019 S,YIK,营口,QZH,钦州,2020-10-13 16:00:00,2020-10-27 22:00:00,0,0.0,0
168,IC29-NLX-019 S,YIK,营口,QZH,钦州,2020-10-13 18:00:00,2020-10-27 22:00:00,0,0.0,0
176,IC29-NLX-019 S,YIK,营口,QZH,钦州,2020-10-14 08:00:00,2020-10-27 22:00:00,40,3078.0,1
177,IC29-NLX-019 S,YIK,营口,QZH,钦州,2020-10-09 14:00:00,2020-10-27 22:00:00,16,3078.0,1
179,IC29-NLX-019 S,YIK,营口,QZH,钦州,2020-10-09 16:00:00,2020-10-27 22:00:00,1,3078.0,1
183,IC29-CAW-057 S,YIK,营口,QZH,钦州,2020-05-20 08:00:00,2020-05-26 22:00:00,0,0.0,0
184,IC29-CAW-057 S,YIK,营口,QZH,钦州,2020-05-20 10:00:00,2020-05-26 22:00:00,0,0.0,0
185,IC29-CAW-057 S,YIK,营口,QZH,钦州,2020-05-20 12:00:00,2020-05-26 22:00:00,0,0.0,0
187,IC29-CAW-057 S,YIK,营口,QZH,钦州,2020-05-20 14:00:00,2020-05-26 22:00:00,33,1228.0,1
188,IC29-CAW-057 S,YIK,营口,QZH,钦州,2020-05-20 16:00:00,2020-05-26 22:00:00,0,0.0,0
189,IC29-CAW-057 S,YIK,营口,QZH,钦州,2020-05-20 18:00:00,2020-05-26 22:00:00,0,0.0,0
203,IC29-CAW-057 S,YIK,营口,QZH,钦州,2020-05-21 08:00:00,2020-05-26 22:00:00,10,1228.0,1
204,IC29-CAW-057 S,YIK,营口,QZH,钦州,2020-05-21 10:00:00,2020-05-26 22:00:00,0,0.0,0
205,IC29-CAW-057 S,YIK,营口,QZH,钦州,2020-05-21 12:00:00,2020-05-26 22:00:00,0,0.0,0
206,IC29-CAW-057 S,YIK,营口,QZH,钦州,2020-05-21 14:00:00,2020-05-26 22:00:00,0,0.0,0
207,IC29-CAW-057 S,YIK,营口,QZH,钦州,2020-05-21 16:00:00,2020-05-26 22:00:00,0,0.0,0
208,IC29-CAW-057 S,YIK,营口,QZH,钦州,2020-05-21 18:00:00,2020-05-26 22:00:00,0,0.0,0
222,IC29-CAW-057 S,YIK,营口,QZH,钦州,2020-05-22 08:00:00,2020-05-26 22:00:00,1,1228.0,1
223,IC29-CAW-057 S,YIK,营口,QZH,钦州,2020-05-22 10:00:00,2020-05-26 22:00:00,0,0.0,0
224,IC29-CAW-057 S,YIK,营口,QZH,钦州,2020-05-22 12:00:00,2020-05-26 22:00:00,0,0.0,0
225,IC29-CAW-057 S,YIK,营口,QZH,钦州,2020-05-22 14:00:00,2020-05-26 22:00:00,0,0.0,0
226,IC29-CAW-057 S,YIK,营口,QZH,钦州,2020-05-22 16:00:00,2020-05-26 22:00:00,0,0.0,0
227,IC29-CAW-057 S,YIK,营口,QZH,钦州,2020-05-22 18:00:00,2020-05-26 22:00:00,0,0.0,0
234,IC29-CAW-057 S,YIK,营口,QZH,钦州,2020-05-23 08:00:00,2020-05-26 22:00:00,0,0.0,0
235,IC29-CAW-057 S,YIK,营口,QZH,钦州,2020-05-23 10:00:00,2020-05-26 22:00:00,0,0.0,0
236,IC29-CAW-057 S,YIK,营口,QZH,钦州,2020-05-23 12:00:00,2020-05-26 22:00:00,0,0.0,0
237,IC29-CAW-057 S,YIK,营口,QZH,钦州,2020-05-23 14:00:00,2020-05-26 22:00:00,0,0.0,0
238,IC29-CAW-057 S,YIK,营口,QZH,钦州,2020-05-23 16:00:00,2020-05-26 22:00:00,0,0.0,0
239,IC29-CAW-057 S,YIK,营口,QZH,钦州,2020-05-23 18:00:00,2020-05-26 22:00:00,0,0.0,0
246,IC29-CAW-057 S,YIK,营口,QZH,钦州,2020-05-24 08:00:00,2020-05-26 22:00:00,0,0.0,0
247,IC29-CAW-057 S,YIK,营口,QZH,钦州,2020-05-24 10:00:00,2020-05-26 22:00:00,0,0.0,0
248,IC29-CAW-057 S,YIK,营口,QZH,钦州,2020-05-24 12:00:00,2020-05-26 22:00:00,0,0.0,0
249,IC29-CAW-057 S,YIK,营口,QZH,钦州,2020-05-24 14:00:00,2020-05-26 22:00:00,0,0.0,0
250,IC29-CAW-057 S,YIK,营口,QZH,钦州,2020-05-24 16:00:00,2020-05-26 22:00:00,0,0.0,0
251,IC29-CAW-057 S,YIK,营口,QZH,钦州,2020-05-24 18:00:00,2020-05-26 22:00:00,0,0.0,0
258,IC29-CAW-057 S,YIK,营口,QZH,钦州,2020-05-25 08:00:00,2020-05-26 22:00:00,0,0.0,0
260,IC29-CAW-057 S,YIK,营口,QZH,钦州,2020-05-25 10:00:00,2020-05-26 22:00:00,1,1148.0,1
264,IC29-NLV-016 S,YIK,营口,QZH,钦州,2020-08-20 08:00:00,2020-08-30 22:00:00,0,0.0,0
266,IC29-NLV-016 S,YIK,营口,QZH,钦州,2020-08-20 10:00:00,2020-08-30 22:00:00,20,2553.0,1
268,IC29-NLV-016 S,YIK,营口,QZH,钦州,2020-08-20 12:00:00,2020-08-30 22:00:00,12,2569.6666666666665,1
270,IC29-NLV-016 S,YIK,营口,QZH,钦州,2020-08-20 14:00:00,2020-08-30 22:00:00,4,2478.0,1
272,IC29-NLV-016 S,YIK,营口,QZH,钦州,2020-08-20 16:00:00,2020-08-30 22:00:00,4,2478.0,1
273,IC29-NLV-016 S,YIK,营口,QZH,钦州,2020-08-20 18:00:00,2020-08-30 22:00:00,0,0.0,0
289,IC29-NLV-016 S,YIK,营口,QZH,钦州,2020-08-21 08:00:00,2020-08-30 22:00:00,7,2492.285714285714,1
290,IC29-NLV-016 S,YIK,营口,QZH,钦州,2020-08-21 10:00:00,2020-08-30 22:00:00,0,0.0,0
291,IC29-NLV-016 S,YIK,营口,QZH,钦州,2020-08-21 12:00:00,2020-08-30 22:00:00,0,0.0,0
292,IC29-NLV-016 S,YIK,营口,QZH,钦州,2020-08-21 14:00:00,2020-08-30 22:00:00,0,0.0,0
293,IC29-NLV-016 S,YIK,营口,QZH,钦州,2020-08-21 16:00:00,2020-08-30 22:00:00,0,0.0,0
294,IC29-NLV-016 S,YIK,营口,QZH,钦州,2020-08-21 18:00:00,2020-08-30 22:00:00,0,0.0,0
307,IC29-NLV-016 S,YIK,营口,QZH,钦州,2020-08-22 08:00:00,2020-08-30 22:00:00,11,2578.0,1
308,IC29-NLV-016 S,YIK,营口,QZH,钦州,2020-08-22 10:00:00,2020-08-30 22:00:00,0,0.0,0
309,IC29-NLV-016 S,YIK,营口,QZH,钦州,2020-08-22 12:00:00,2020-08-30 22:00:00,0,0.0,0
310,IC29-NLV-016 S,YIK,营口,QZH,钦州,2020-08-22 14:00:00,2020-08-30 22:00:00,0,0.0,0
311,IC29-NLV-016 S,YIK,营口,QZH,钦州,2020-08-22 16:00:00,2020-08-30 22:00:00,0,0.0,0
312,IC29-NLV-016 S,YIK,营口,QZH,钦州,2020-08-22 18:00:00,2020-08-30 22:00:00,0,0.0,0
326,IC29-NLV-016 S,YIK,营口,QZH,钦州,2020-08-23 08:00:00,2020-08-30 22:00:00,5,2578.0,1
327,IC29-NLV-016 S,YIK,营口,QZH,钦州,2020-08-23 10:00:00,2020-08-30 22:00:00,0,0.0,0
328,IC29-NLV-016 S,YIK,营口,QZH,钦州,2020-08-23 12:00:00,2020-08-30 22:00:00,0,0.0,0
329,IC29-NLV-016 S,YIK,营口,QZH,钦州,2020-08-23 14:00:00,2020-08-30 22:00:00,0,0.0,0
330,IC29-NLV-016 S,YIK,营口,QZH,钦州,2020-08-23 16:00:00,2020-08-30 22:00:00,0,0.0,0
331,IC29-NLV-016 S,YIK,营口,QZH,钦州,2020-08-23 18:00:00,2020-08-30 22:00:00,0,0.0,0
345,IC29-NLV-016 S,YIK,营口,QZH,钦州,2020-08-24 08:00:00,2020-08-30 22:00:00,3,2578.0,1
346,IC29-NLV-016 S,YIK,营口,QZH,钦州,2020-08-24 10:00:00,2020-08-30 22:00:00,0,0.0,0
347,IC29-NLV-016 S,YIK,营口,QZH,钦州,2020-08-24 12:00:00,2020-08-30 22:00:00,0,0.0,0
348,IC29-NLV-016 S,YIK,营口,QZH,钦州,2020-08-24 14:00:00,2020-08-30 22:00:00,0,0.0,0
349,IC29-NLV-016 S,YIK,营口,QZH,钦州,2020-08-24 16:00:00,2020-08-30 22:00:00,0,0.0,0
350,IC29-NLV-016 S,YIK,营口,QZH,钦州,2020-08-24 18:00:00,2020-08-30 22:00:00,0,0.0,0
358,IC29-NLV-016 S,YIK,营口,QZH,钦州,2020-08-25 10:00:00,2020-08-30 22:00:00,0,0.0,0
359,IC29-NLV-016 S,YIK,营口,QZH,钦州,2020-08-25 12:00:00,2020-08-30 22:00:00,0,0.0,0
361,IC29-NLV-016 S,YIK,营口,QZH,钦州,2020-08-25 14:00:00,2020-08-30 22:00:00,1,2578.0,1
363,IC29-NLV-016 S,YIK,营口,QZH,钦州,2020-08-25 16:00:00,2020-08-30 22:00:00,2,2578.0,1
364,IC29-NLV-016 S,YIK,营口,QZH,钦州,2020-08-25 08:00:00,2020-08-30 22:00:00,7,2578.0,1
368,IC29-NLX-016 S,YIK,营口,QZH,钦州,2020-07-10 08:00:00,2020-07-24 22:00:00,0,0.0,0
370,IC29-NLX-016 S,YIK,营口,QZH,钦州,2020-07-10 10:00:00,2020-07-24 22:00:00,47,2298.0,1
372,IC29-NLX-016 S,YIK,营口,QZH,钦州,2020-07-10 12:00:00,2020-07-24 22:00:00,4,2298.0,1
374,IC29-NLX-016 S,YIK,营口,QZH,钦州,2020-07-10 14:00:00,2020-07-24 22:00:00,41,2298.0,1
376,IC29-NLX-016 S,YIK,营口,QZH,钦州,2020-07-10 16:00:00,2020-07-24 22:00:00,44,2298.0,1
377,IC29-NLX-016 S,YIK,营口,QZH,钦州,2020-07-10 18:00:00,2020-07-24 22:00:00,0,0.0,0
390,IC29-NLX-016 S,YIK,营口,QZH,钦州,2020-07-11 08:00:00,2020-07-24 22:00:00,15,2298.0,1
391,IC29-NLX-016 S,YIK,营口,QZH,钦州,2020-07-11 10:00:00,2020-07-24 22:00:00,0,0.0,0
392,IC29-NLX-016 S,YIK,营口,QZH,钦州,2020-07-11 12:00:00,2020-07-24 22:00:00,0,0.0,0
393,IC29-NLX-016 S,YIK,营口,QZH,钦州,2020-07-11 14:00:00,2020-07-24 22:00:00,0,0.0,0
394,IC29-NLX-016 S,YIK,营口,QZH,钦州,2020-07-11 16:00:00,2020-07-24 22:00:00,0,0.0,0
395,IC29-NLX-016 S,YIK,营口,QZH,钦州,2020-07-11 18:00:00,2020-07-24 22:00:00,0,0.0,0
407,IC29-NLX-016 S,YIK,营口,QZH,钦州,2020-07-12 08:00:00,2020-07-24 22:00:00,12,2298.0,1
408,IC29-NLX-016 S,YIK,营口,QZH,钦州,2020-07-12 10:00:00,2020-07-24 22:00:00,0,0.0,0
409,IC29-NLX-016 S,YIK,营口,QZH,钦州,2020-07-12 12:00:00,2020-07-24 22:00:00,0,0.0,0
410,IC29-NLX-016 S,YIK,营口,QZH,钦州,2020-07-12 14:00:00,2020-07-24 22:00:00,0,0.0,0
411,IC29-NLX-016 S,YIK,营口,QZH,钦州,2020-07-12 16:00:00,2020-07-24 22:00:00,0,0.0,0
412,IC29-NLX-016 S,YIK,营口,QZH,钦州,2020-07-12 18:00:00,2020-07-24 22:00:00,0,0.0,0
427,IC29-NLX-016 S,YIK,营口,QZH,钦州,2020-07-13 08:00:00,2020-07-24 22:00:00,18,2298.0,1
428,IC29-NLX-016 S,YIK,营口,QZH,钦州,2020-07-13 10:00:00,2020-07-24 22:00:00,0,0.0,0
429,IC29-NLX-016 S,YIK,营口,QZH,钦州,2020-07-13 12:00:00,2020-07-24 22:00:00,0,0.0,0
430,IC29-NLX-016 S,YIK,营口,QZH,钦州,2020-07-13 14:00:00,2020-07-24 22:00:00,0,0.0,0
431,IC29-NLX-016 S,YIK,营口,QZH,钦州,2020-07-13 16:00:00,2020-07-24 22:00:00,0,0.0,0
432,IC29-NLX-016 S,YIK,营口,QZH,钦州,2020-07-13 18:00:00,2020-07-24 22:00:00,0,0.0,0
439,IC29-NLX-016 S,YIK,营口,QZH,钦州,2020-07-14 08:00:00,2020-07-24 22:00:00,0,0.0,0
441,IC29-NLX-016 S,YIK,营口,QZH,钦州,2020-07-14 10:00:00,2020-07-24 22:00:00,7,2398.0,1
442,IC29-NLX-016 S,YIK,营口,QZH,钦州,2020-07-02 08:00:00,2020-07-24 22:00:00,7,1798.0,1
443,IC29-NLX-016 S,YIK,营口,QZH,钦州,2020-07-02 10:00:00,2020-07-24 22:00:00,0,0.0,0
444,IC29-NLX-016 S,YIK,营口,QZH,钦州,2020-07-02 12:00:00,2020-07-24 22:00:00,0,0.0,0
445,IC29-NLX-016 S,YIK,营口,QZH,钦州,2020-07-02 14:00:00,2020-07-24 22:00:00,0,0.0,0
446,IC29-NLX-016 S,YIK,营口,QZH,钦州,2020-07-02 16:00:00,2020-07-24 22:00:00,0,0.0,0
447,IC29-NLX-016 S,YIK,营口,QZH,钦州,2020-07-02 18:00:00,2020-07-24 22:00:00,0,0.0,0
454,IC29-NLX-016 S,YIK,营口,QZH,钦州,2020-07-03 08:00:00,2020-07-24 22:00:00,0,0.0,0
455,IC29-NLX-016 S,YIK,营口,QZH,钦州,2020-07-03 10:00:00,2020-07-24 22:00:00,0,0.0,0
456,IC29-NLX-016 S,YIK,营口,QZH,钦州,2020-07-03 12:00:00,2020-07-24 22:00:00,0,0.0,0
457,IC29-NLX-016 S,YIK,营口,QZH,钦州,2020-07-03 14:00:00,2020-07-24 22:00:00,0,0.0,0
458,IC29-NLX-016 S,YIK,营口,QZH,钦州,2020-07-03 16:00:00,2020-07-24 22:00:00,0,0.0,0
459,IC29-NLX-016 S,YIK,营口,QZH,钦州,2020-07-03 18:00:00,2020-07-24 22:00:00,0,0.0,0
466,IC29-NLX-016 S,YIK,营口,QZH,钦州,2020-07-04 08:00:00,2020-07-24 22:00:00,0,0.0,0
467,IC29-NLX-016 S,YIK,营口,QZH,钦州,2020-07-04 10:00:00,2020-07-24 22:00:00,0,0.0,0
468,IC29-NLX-016 S,YIK,营口,QZH,钦州,2020-07-04 12:00:00,2020-07-24 22:00:00,0,0.0,0
469,IC29-NLX-016 S,YIK,营口,QZH,钦州,2020-07-04 14:00:00,2020-07-24 22:00:00,0,0.0,0
470,IC29-NLX-016 S,YIK,营口,QZH,钦州,2020-07-04 16:00:00,2020-07-24 22:00:00,0,0.0,0
471,IC29-NLX-016 S,YIK,营口,QZH,钦州,2020-07-04 18:00:00,2020-07-24 22:00:00,0,0.0,0
478,IC29-NLX-016 S,YIK,营口,QZH,钦州,2020-07-05 08:00:00,2020-07-24 22:00:00,0,0.0,0
479,IC29-NLX-016 S,YIK,营口,QZH,钦州,2020-07-05 10:00:00,2020-07-24 22:00:00,0,0.0,0
480,IC29-NLX-016 S,YIK,营口,QZH,钦州,2020-07-05 12:00:00,2020-07-24 22:00:00,0,0.0,0
481,IC29-NLX-016 S,YIK,营口,QZH,钦州,2020-07-05 14:00:00,2020-07-24 22:00:00,0,0.0,0
482,IC29-NLX-016 S,YIK,营口,QZH,钦州,2020-07-05 16:00:00,2020-07-24 22:00:00,0,0.0,0
483,IC29-NLX-016 S,YIK,营口,QZH,钦州,2020-07-05 18:00:00,2020-07-24 22:00:00,0,0.0,0
490,IC29-NLX-016 S,YIK,营口,QZH,钦州,2020-07-06 08:00:00,2020-07-24 22:00:00,0,0.0,0
491,IC29-NLX-016 S,YIK,营口,QZH,钦州,2020-07-06 10:00:00,2020-07-24 22:00:00,0,0.0,0
493,IC29-NLX-016 S,YIK,营口,QZH,钦州,2020-07-06 12:00:00,2020-07-24 22:00:00,4,1756.0,1
494,IC29-NLX-016 S,YIK,营口,QZH,钦州,2020-07-06 14:00:00,2020-07-24 22:00:00,0,0.0,0
495,IC29-NLX-016 S,YIK,营口,QZH,钦州,2020-07-06 16:00:00,2020-07-24 22:00:00,0,0.0,0
496,IC29-NLX-016 S,YIK,营口,QZH,钦州,2020-07-06 18:00:00,2020-07-24 22:00:00,0,0.0,0
503,IC29-NLX-016 S,YIK,营口,QZH,钦州,2020-07-07 08:00:00,2020-07-24 22:00:00,0,0.0,0
504,IC29-NLX-016 S,YIK,营口,QZH,钦州,2020-07-07 10:00:00,2020-07-24 22:00:00,0,0.0,0
505,IC29-NLX-016 S,YIK,营口,QZH,钦州,2020-07-07 12:00:00,2020-07-24 22:00:00,0,0.0,0
506,IC29-NLX-016 S,YIK,营口,QZH,钦州,2020-07-07 14:00:00,2020-07-24 22:00:00,0,0.0,0
507,IC29-NLX-016 S,YIK,营口,QZH,钦州,2020-07-07 16:00:00,2020-07-24 22:00:00,0,0.0,0
508,IC29-NLX-016 S,YIK,营口,QZH,钦州,2020-07-07 18:00:00,2020-07-24 22:00:00,0,0.0,0
515,IC29-NLX-016 S,YIK,营口,QZH,钦州,2020-07-08 08:00:00,2020-07-24 22:00:00,0,0.0,0
516,IC29-NLX-016 S,YIK,营口,QZH,钦州,2020-07-08 10:00:00,2020-07-24 22:00:00,0,0.0,0
517,IC29-NLX-016 S,YIK,营口,QZH,钦州,2020-07-08 12:00:00,2020-07-24 22:00:00,0,0.0,0
519,IC29-NLX-016 S,YIK,营口,QZH,钦州,2020-07-08 14:00:00,2020-07-24 22:00:00,6,2008.0,1
520,IC29-NLX-016 S,YIK,营口,QZH,钦州,2020-07-08 16:00:00,2020-07-24 22:00:00,0,0.0,0
521,IC29-NLX-016 S,YIK,营口,QZH,钦州,2020-07-08 18:00:00,2020-07-24 22:00:00,0,0.0,0
529,IC29-NLX-016 S,YIK,营口,QZH,钦州,2020-07-09 08:00:00,2020-07-24 22:00:00,19,2086.9473684210525,1
533,IC29-NPL-013 S,YIK,营口,QZH,钦州,2020-10-18 08:00:00,2020-11-04 22:00:00,0,0.0,0
534,IC29-NPL-013 S,YIK,营口,QZH,钦州,2020-10-18 10:00:00,2020-11-04 22:00:00,0,0.0,0
535,IC29-NPL-013 S,YIK,营口,QZH,钦州,2020-10-18 12:00:00,2020-11-04 22:00:00,0,0.0,0
537,IC29-NPL-013 S,YIK,营口,QZH,钦州,2020-10-18 14:00:00,2020-11-04 22:00:00,2,3478.0,1
538,IC29-NPL-013 S,YIK,营口,QZH,钦州,2020-10-18 16:00:00,2020-11-04 22:00:00,0,0.0,0
539,IC29-NPL-013 S,YIK,营口,QZH,钦州,2020-10-18 18:00:00,2020-11-04 22:00:00,0,0.0,0
546,IC29-NPL-013 S,YIK,营口,QZH,钦州,2020-10-19 08:00:00,2020-11-04 22:00:00,0,0.0,0
547,IC29-NPL-013 S,YIK,营口,QZH,钦州,2020-10-19 10:00:00,2020-11-04 22:00:00,0,0.0,0
548,IC29-NPL-013 S,YIK,营口,QZH,钦州,2020-10-19 12:00:00,2020-11-04 22:00:00,0,0.0,0
549,IC29-NPL-013 S,YIK,营口,QZH,钦州,2020-10-19 14:00:00,2020-11-04 22:00:00,0,0.0,0
550,IC29-NPL-013 S,YIK,营口,QZH,钦州,2020-10-19 16:00:00,2020-11-04 22:00:00,0,0.0,0
551,IC29-NPL-013 S,YIK,营口,QZH,钦州,2020-10-19 18:00:00,2020-11-04 22:00:00,0,0.0,0
558,IC29-NPL-013 S,YIK,营口,QZH,钦州,2020-10-20 08:00:00,2020-11-04 22:00:00,0,0.0,0
559,IC29-NPL-013 S,YIK,营口,QZH,钦州,2020-10-20 10:00:00,2020-11-04 22:00:00,0,0.0,0
560,IC29-NPL-013 S,YIK,营口,QZH,钦州,2020-10-20 12:00:00,2020-11-04 22:00:00,0,0.0,0
561,IC29-NPL-013 S,YIK,营口,QZH,钦州,2020-10-20 14:00:00,2020-11-04 22:00:00,0,0.0,0
562,IC29-NPL-013 S,YIK,营口,QZH,钦州,2020-10-20 16:00:00,2020-11-04 22:00:00,0,0.0,0
563,IC29-NPL-013 S,YIK,营口,QZH,钦州,2020-10-20 18:00:00,2020-11-04 22:00:00,0,0.0,0
570,IC29-NPL-013 S,YIK,营口,QZH,钦州,2020-10-21 08:00:00,2020-11-04 22:00:00,0,0.0,0
571,IC29-NPL-013 S,YIK,营口,QZH,钦州,2020-10-21 10:00:00,2020-11-04 22:00:00,0,0.0,0
