,MAIN_SVVD,POL_CDE,POL_NME,POD_CDE,POD_NME,WBL_AUD_DTDL,MAIN_SVVD_SAILING_DATE,NUM,PRICE,binom
11375,IC29-Q2P-117 S,YIK,营口,QZH,钦州,2020/9/16 18:00,2020/9/21 22:00,0,0,0
3907,IC29-CAW-063 S,YIK,营口,QZH,钦州,2020/9/17 8:00,2020/10/2 22:00,0,0,0
4809,IC29-NPL-011 S,YIK,营口,QZH,钦州,2020/9/17 8:00,2020/9/26 22:00,0,0,0
9960,IC29-NLZ-019 S,YIK,营口,QZH,钦州,2020/9/17 8:00,2020/10/4 22:00,0,0,0
11382,IC29-Q2P-117 S,YIK,营口,QZH,钦州,2020/9/17 8:00,2020/9/21 22:00,0,0,0
11478,IC29-NLY-020 S,YIK,营口,QZH,钦州,2020/9/17 8:00,2020/9/30 22:00,0,0,0
3908,IC29-CAW-063 S,YIK,营口,QZH,钦州,2020/9/17 10:00,2020/10/2 22:00,0,0,0
4810,IC29-NPL-011 S,YIK,营口,QZH,钦州,2020/9/17 10:00,2020/9/26 22:00,0,0,0
9961,IC29-NLZ-019 S,YIK,营口,QZH,钦州,2020/9/17 10:00,2020/10/4 22:00,0,0,0
11384,IC29-Q2P-117 S,YIK,营口,QZH,钦州,2020/9/17 10:00,2020/9/21 22:00,2,2778,1
11479,IC29-NLY-020 S,YIK,营口,QZH,钦州,2020/9/17 10:00,2020/9/30 22:00,0,0,0
3909,IC29-CAW-063 S,YIK,营口,QZH,钦州,2020/9/17 12:00,2020/10/2 22:00,0,0,0
4812,IC29-NPL-011 S,YIK,营口,QZH,钦州,2020/9/17 12:00,2020/9/26 22:00,10,2686,1
9962,IC29-NLZ-019 S,YIK,营口,QZH,钦州,2020/9/17 12:00,2020/10/4 22:00,0,0,0
11480,IC29-NLY-020 S,YIK,营口,QZH,钦州,2020/9/17 12:00,2020/9/30 22:00,0,0,0
3910,IC29-CAW-063 S,YIK,营口,QZH,钦州,2020/9/17 14:00,2020/10/2 22:00,0,0,0
4814,IC29-NPL-011 S,YIK,营口,QZH,钦州,2020/9/17 14:00,2020/9/26 22:00,17,2762.470588,1
9963,IC29-NLZ-019 S,YIK,营口,QZH,钦州,2020/9/17 14:00,2020/10/4 22:00,0,0,0
11481,IC29-NLY-020 S,YIK,营口,QZH,钦州,2020/9/17 14:00,2020/9/30 22:00,0,0,0
3912,IC29-CAW-063 S,YIK,营口,QZH,钦州,2020/9/17 16:00,2020/10/2 22:00,30,2778,1
4816,IC29-NPL-011 S,YIK,营口,QZH,钦州,2020/9/17 16:00,2020/9/26 22:00,13,2786,1
9965,IC29-NLZ-019 S,YIK,营口,QZH,钦州,2020/9/17 16:00,2020/10/4 22:00,2,2778,1
11483,IC29-NLY-020 S,YIK,营口,QZH,钦州,2020/9/17 16:00,2020/9/30 22:00,10,2778,1
3913,IC29-CAW-063 S,YIK,营口,QZH,钦州,2020/9/17 18:00,2020/10/2 22:00,0,0,0
4817,IC29-NPL-011 S,YIK,营口,QZH,钦州,2020/9/17 18:00,2020/9/26 22:00,0,0,0
9966,IC29-NLZ-019 S,YIK,营口,QZH,钦州,2020/9/17 18:00,2020/10/4 22:00,0,0,0
11484,IC29-NLY-020 S,YIK,营口,QZH,钦州,2020/9/17 18:00,2020/9/30 22:00,0,0,0
3923,IC29-CAW-063 S,YIK,营口,QZH,钦州,2020/9/18 8:00,2020/10/2 22:00,9,2778,1
4831,IC29-NPL-011 S,YIK,营口,QZH,钦州,2020/9/18 8:00,2020/9/26 22:00,2,2786,1
9974,IC29-NLZ-019 S,YIK,营口,QZH,钦州,2020/9/18 8:00,2020/10/4 22:00,4,2828,1
11491,IC29-NLY-020 S,YIK,营口,QZH,钦州,2020/9/18 8:00,2020/9/30 22:00,0,0,0
3924,IC29-CAW-063 S,YIK,营口,QZH,钦州,2020/9/18 10:00,2020/10/2 22:00,0,0,0
4832,IC29-NPL-011 S,YIK,营口,QZH,钦州,2020/9/18 10:00,2020/9/26 22:00,0,0,0
9975,IC29-NLZ-019 S,YIK,营口,QZH,钦州,2020/9/18 10:00,2020/10/4 22:00,0,0,0
11493,IC29-NLY-020 S,YIK,营口,QZH,钦州,2020/9/18 10:00,2020/9/30 22:00,5,2778,1
3925,IC29-CAW-063 S,YIK,营口,QZH,钦州,2020/9/18 12:00,2020/10/2 22:00,0,0,0
4833,IC29-NPL-011 S,YIK,营口,QZH,钦州,2020/9/18 12:00,2020/9/26 22:00,0,0,0
9976,IC29-NLZ-019 S,YIK,营口,QZH,钦州,2020/9/18 12:00,2020/10/4 22:00,0,0,0
11494,IC29-NLY-020 S,YIK,营口,QZH,钦州,2020/9/18 12:00,2020/9/30 22:00,0,0,0
3926,IC29-CAW-063 S,YIK,营口,QZH,钦州,2020/9/18 14:00,2020/10/2 22:00,0,0,0
4834,IC29-NPL-011 S,YIK,营口,QZH,钦州,2020/9/18 14:00,2020/9/26 22:00,0,0,0
9977,IC29-NLZ-019 S,YIK,营口,QZH,钦州,2020/9/18 14:00,2020/10/4 22:00,0,0,0
11495,IC29-NLY-020 S,YIK,营口,QZH,钦州,2020/9/18 14:00,2020/9/30 22:00,0,0,0
3927,IC29-CAW-063 S,YIK,营口,QZH,钦州,2020/9/18 16:00,2020/10/2 22:00,0,0,0
4835,IC29-NPL-011 S,YIK,营口,QZH,钦州,2020/9/18 16:00,2020/9/26 22:00,0,0,0
9978,IC29-NLZ-019 S,YIK,营口,QZH,钦州,2020/9/18 16:00,2020/10/4 22:00,0,0,0
11496,IC29-NLY-020 S,YIK,营口,QZH,钦州,2020/9/18 16:00,2020/9/30 22:00,0,0,0
3928,IC29-CAW-063 S,YIK,营口,QZH,钦州,2020/9/18 18:00,2020/10/2 22:00,0,0,0
4836,IC29-NPL-011 S,YIK,营口,QZH,钦州,2020/9/18 18:00,2020/9/26 22:00,0,0,0
9979,IC29-NLZ-019 S,YIK,营口,QZH,钦州,2020/9/18 18:00,2020/10/4 22:00,0,0,0
11497,IC29-NLY-020 S,YIK,营口,QZH,钦州,2020/9/18 18:00,2020/9/30 22:00,0,0,0
3935,IC29-CAW-063 S,YIK,营口,QZH,钦州,2020/9/19 8:00,2020/10/2 22:00,0,0,0
4843,IC29-NPL-011 S,YIK,营口,QZH,钦州,2020/9/19 8:00,2020/9/26 22:00,0,0,0
9986,IC29-NLZ-019 S,YIK,营口,QZH,钦州,2020/9/19 8:00,2020/10/4 22:00,0,0,0
11504,IC29-NLY-020 S,YIK,营口,QZH,钦州,2020/9/19 8:00,2020/9/30 22:00,0,0,0
3936,IC29-CAW-063 S,YIK,营口,QZH,钦州,2020/9/19 10:00,2020/10/2 22:00,0,0,0
4845,IC29-NPL-011 S,YIK,营口,QZH,钦州,2020/9/19 10:00,2020/9/26 22:00,2,2978,1
9987,IC29-NLZ-019 S,YIK,营口,QZH,钦州,2020/9/19 10:00,2020/10/4 22:00,0,0,0
11505,IC29-NLY-020 S,YIK,营口,QZH,钦州,2020/9/19 10:00,2020/9/30 22:00,0,0,0
3937,IC29-CAW-063 S,YIK,营口,QZH,钦州,2020/9/19 12:00,2020/10/2 22:00,0,0,0
9988,IC29-NLZ-019 S,YIK,营口,QZH,钦州,2020/9/19 12:00,2020/10/4 22:00,0,0,0
11506,IC29-NLY-020 S,YIK,营口,QZH,钦州,2020/9/19 12:00,2020/9/30 22:00,0,0,0
3938,IC29-CAW-063 S,YIK,营口,QZH,钦州,2020/9/19 14:00,2020/10/2 22:00,0,0,0
9989,IC29-NLZ-019 S,YIK,营口,QZH,钦州,2020/9/19 14:00,2020/10/4 22:00,0,0,0
11507,IC29-NLY-020 S,YIK,营口,QZH,钦州,2020/9/19 14:00,2020/9/30 22:00,0,0,0
3939,IC29-CAW-063 S,YIK,营口,QZH,钦州,2020/9/19 16:00,2020/10/2 22:00,0,0,0
9990,IC29-NLZ-019 S,YIK,营口,QZH,钦州,2020/9/19 16:00,2020/10/4 22:00,0,0,0
11508,IC29-NLY-020 S,YIK,营口,QZH,钦州,2020/9/19 16:00,2020/9/30 22:00,0,0,0
3940,IC29-CAW-063 S,YIK,营口,QZH,钦州,2020/9/19 18:00,2020/10/2 22:00,0,0,0
9991,IC29-NLZ-019 S,YIK,营口,QZH,钦州,2020/9/19 18:00,2020/10/4 22:00,0,0,0
11509,IC29-NLY-020 S,YIK,营口,QZH,钦州,2020/9/19 18:00,2020/9/30 22:00,0,0,0
3947,IC29-CAW-063 S,YIK,营口,QZH,钦州,2020/9/20 8:00,2020/10/2 22:00,0,0,0
9998,IC29-NLZ-019 S,YIK,营口,QZH,钦州,2020/9/20 8:00,2020/10/4 22:00,0,0,0
11516,IC29-NLY-020 S,YIK,营口,QZH,钦州,2020/9/20 8:00,2020/9/30 22:00,0,0,0
3948,IC29-CAW-063 S,YIK,营口,QZH,钦州,2020/9/20 10:00,2020/10/2 22:00,0,0,0
9999,IC29-NLZ-019 S,YIK,营口,QZH,钦州,2020/9/20 10:00,2020/10/4 22:00,0,0,0
11517,IC29-NLY-020 S,YIK,营口,QZH,钦州,2020/9/20 10:00,2020/9/30 22:00,0,0,0
3949,IC29-CAW-063 S,YIK,营口,QZH,钦州,2020/9/20 12:00,2020/10/2 22:00,0,0,0
10000,IC29-NLZ-019 S,YIK,营口,QZH,钦州,2020/9/20 12:00,2020/10/4 22:00,0,0,0
11518,IC29-NLY-020 S,YIK,营口,QZH,钦州,2020/9/20 12:00,2020/9/30 22:00,0,0,0
3950,IC29-CAW-063 S,YIK,营口,QZH,钦州,2020/9/20 14:00,2020/10/2 22:00,0,0,0
10001,IC29-NLZ-019 S,YIK,营口,QZH,钦州,2020/9/20 14:00,2020/10/4 22:00,0,0,0
11519,IC29-NLY-020 S,YIK,营口,QZH,钦州,2020/9/20 14:00,2020/9/30 22:00,0,0,0
3951,IC29-CAW-063 S,YIK,营口,QZH,钦州,2020/9/20 16:00,2020/10/2 22:00,0,0,0
10002,IC29-NLZ-019 S,YIK,营口,QZH,钦州,2020/9/20 16:00,2020/10/4 22:00,0,0,0
11520,IC29-NLY-020 S,YIK,营口,QZH,钦州,2020/9/20 16:00,2020/9/30 22:00,0,0,0
3952,IC29-CAW-063 S,YIK,营口,QZH,钦州,2020/9/20 18:00,2020/10/2 22:00,0,0,0
10003,IC29-NLZ-019 S,YIK,营口,QZH,钦州,2020/9/20 18:00,2020/10/4 22:00,0,0,0
11521,IC29-NLY-020 S,YIK,营口,QZH,钦州,2020/9/20 18:00,2020/9/30 22:00,0,0,0
3959,IC29-CAW-063 S,YIK,营口,QZH,钦州,2020/9/21 8:00,2020/10/2 22:00,0,0,0
10010,IC29-NLZ-019 S,YIK,营口,QZH,钦州,2020/9/21 8:00,2020/10/4 22:00,0,0,0
11528,IC29-NLY-020 S,YIK,营口,QZH,钦州,2020/9/21 8:00,2020/9/30 22:00,0,0,0
3960,IC29-CAW-063 S,YIK,营口,QZH,钦州,2020/9/21 10:00,2020/10/2 22:00,0,0,0
10011,IC29-NLZ-019 S,YIK,营口,QZH,钦州,2020/9/21 10:00,2020/10/4 22:00,0,0,0
11529,IC29-NLY-020 S,YIK,营口,QZH,钦州,2020/9/21 10:00,2020/9/30 22:00,0,0,0
3961,IC29-CAW-063 S,YIK,营口,QZH,钦州,2020/9/21 12:00,2020/10/2 22:00,0,0,0
10012,IC29-NLZ-019 S,YIK,营口,QZH,钦州,2020/9/21 12:00,2020/10/4 22:00,0,0,0
11530,IC29-NLY-020 S,YIK,营口,QZH,钦州,2020/9/21 12:00,2020/9/30 22:00,0,0,0
3962,IC29-CAW-063 S,YIK,营口,QZH,钦州,2020/9/21 14:00,2020/10/2 22:00,0,0,0
10013,IC29-NLZ-019 S,YIK,营口,QZH,钦州,2020/9/21 14:00,2020/10/4 22:00,0,0,0
11531,IC29-NLY-020 S,YIK,营口,QZH,钦州,2020/9/21 14:00,2020/9/30 22:00,0,0,0
3963,IC29-CAW-063 S,YIK,营口,QZH,钦州,2020/9/21 16:00,2020/10/2 22:00,0,0,0
10014,IC29-NLZ-019 S,YIK,营口,QZH,钦州,2020/9/21 16:00,2020/10/4 22:00,0,0,0
11532,IC29-NLY-020 S,YIK,营口,QZH,钦州,2020/9/21 16:00,2020/9/30 22:00,0,0,0
3964,IC29-CAW-063 S,YIK,营口,QZH,钦州,2020/9/21 18:00,2020/10/2 22:00,0,0,0
10015,IC29-NLZ-019 S,YIK,营口,QZH,钦州,2020/9/21 18:00,2020/10/4 22:00,0,0,0
11533,IC29-NLY-020 S,YIK,营口,QZH,钦州,2020/9/21 18:00,2020/9/30 22:00,0,0,0
3975,IC29-CAW-063 S,YIK,营口,QZH,钦州,2020/9/22 8:00,2020/10/2 22:00,3,2978,1
10022,IC29-NLZ-019 S,YIK,营口,QZH,钦州,2020/9/22 8:00,2020/10/4 22:00,0,0,0
11540,IC29-NLY-020 S,YIK,营口,QZH,钦州,2020/9/22 8:00,2020/9/30 22:00,0,0,0
3976,IC29-CAW-063 S,YIK,营口,QZH,钦州,2020/9/22 10:00,2020/10/2 22:00,0,0,0
10023,IC29-NLZ-019 S,YIK,营口,QZH,钦州,2020/9/22 10:00,2020/10/4 22:00,0,0,0
11542,IC29-NLY-020 S,YIK,营口,QZH,钦州,2020/9/22 10:00,2020/9/30 22:00,10,2978,1
3977,IC29-CAW-063 S,YIK,营口,QZH,钦州,2020/9/22 12:00,2020/10/2 22:00,0,0,0
10024,IC29-NLZ-019 S,YIK,营口,QZH,钦州,2020/9/22 12:00,2020/10/4 22:00,0,0,0
11543,IC29-NLY-020 S,YIK,营口,QZH,钦州,2020/9/22 12:00,2020/9/30 22:00,0,0,0
3978,IC29-CAW-063 S,YIK,营口,QZH,钦州,2020/9/22 14:00,2020/10/2 22:00,0,0,0
10025,IC29-NLZ-019 S,YIK,营口,QZH,钦州,2020/9/22 14:00,2020/10/4 22:00,0,0,0
11545,IC29-NLY-020 S,YIK,营口,QZH,钦州,2020/9/22 14:00,2020/9/30 22:00,1,2978,1
3979,IC29-CAW-063 S,YIK,营口,QZH,钦州,2020/9/22 16:00,2020/10/2 22:00,0,0,0
10026,IC29-NLZ-019 S,YIK,营口,QZH,钦州,2020/9/22 16:00,2020/10/4 22:00,0,0,0
11546,IC29-NLY-020 S,YIK,营口,QZH,钦州,2020/9/22 16:00,2020/9/30 22:00,0,0,0
3980,IC29-CAW-063 S,YIK,营口,QZH,钦州,2020/9/22 18:00,2020/10/2 22:00,0,0,0
10027,IC29-NLZ-019 S,YIK,营口,QZH,钦州,2020/9/22 18:00,2020/10/4 22:00,0,0,0
11547,IC29-NLY-020 S,YIK,营口,QZH,钦州,2020/9/22 18:00,2020/9/30 22:00,0,0,0
3987,IC29-CAW-063 S,YIK,营口,QZH,钦州,2020/9/23 8:00,2020/10/2 22:00,0,0,0
10034,IC29-NLZ-019 S,YIK,营口,QZH,钦州,2020/9/23 8:00,2020/10/4 22:00,0,0,0
11555,IC29-NLY-020 S,YIK,营口,QZH,钦州,2020/9/23 8:00,2020/9/30 22:00,4,2978,1
3989,IC29-CAW-063 S,YIK,营口,QZH,钦州,2020/9/23 10:00,2020/10/2 22:00,4,2978,1
10036,IC29-NLZ-019 S,YIK,营口,QZH,钦州,2020/9/23 10:00,2020/10/4 22:00,4,2978,1
3990,IC29-CAW-063 S,YIK,营口,QZH,钦州,2020/9/23 12:00,2020/10/2 22:00,0,0,0
10037,IC29-NLZ-019 S,YIK,营口,QZH,钦州,2020/9/23 12:00,2020/10/4 22:00,0,0,0
3991,IC29-CAW-063 S,YIK,营口,QZH,钦州,2020/9/23 14:00,2020/10/2 22:00,0,0,0
10038,IC29-NLZ-019 S,YIK,营口,QZH,钦州,2020/9/23 14:00,2020/10/4 22:00,0,0,0
3992,IC29-CAW-063 S,YIK,营口,QZH,钦州,2020/9/23 16:00,2020/10/2 22:00,0,0,0
10039,IC29-NLZ-019 S,YIK,营口,QZH,钦州,2020/9/23 16:00,2020/10/4 22:00,0,0,0
3993,IC29-CAW-063 S,YIK,营口,QZH,钦州,2020/9/23 18:00,2020/10/2 22:00,0,0,0
10040,IC29-NLZ-019 S,YIK,营口,QZH,钦州,2020/9/23 18:00,2020/10/4 22:00,0,0,0
4007,IC29-CAW-063 S,YIK,营口,QZH,钦州,2020/9/24 8:00,2020/10/2 22:00,2,2978,1
10047,IC29-NLZ-019 S,YIK,营口,QZH,钦州,2020/9/24 8:00,2020/10/4 22:00,0,0,0
4008,IC29-CAW-063 S,YIK,营口,QZH,钦州,2020/9/24 10:00,2020/10/2 22:00,0,0,0
10048,IC29-NLZ-019 S,YIK,营口,QZH,钦州,2020/9/24 10:00,2020/10/4 22:00,0,0,0
4009,IC29-CAW-063 S,YIK,营口,QZH,钦州,2020/9/24 12:00,2020/10/2 22:00,0,0,0
10050,IC29-NLZ-019 S,YIK,营口,QZH,钦州,2020/9/24 12:00,2020/10/4 22:00,1,2978,1
4010,IC29-CAW-063 S,YIK,营口,QZH,钦州,2020/9/24 14:00,2020/10/2 22:00,0,0,0
10051,IC29-NLZ-019 S,YIK,营口,QZH,钦州,2020/9/24 14:00,2020/10/4 22:00,0,0,0
4011,IC29-CAW-063 S,YIK,营口,QZH,钦州,2020/9/24 16:00,2020/10/2 22:00,0,0,0
10052,IC29-NLZ-019 S,YIK,营口,QZH,钦州,2020/9/24 16:00,2020/10/4 22:00,0,0,0
4012,IC29-CAW-063 S,YIK,营口,QZH,钦州,2020/9/24 18:00,2020/10/2 22:00,0,0,0
10053,IC29-NLZ-019 S,YIK,营口,QZH,钦州,2020/9/24 18:00,2020/10/4 22:00,0,0,0
4022,IC29-CAW-063 S,YIK,营口,QZH,钦州,2020/9/25 8:00,2020/10/2 22:00,5,2978,1
10060,IC29-NLZ-019 S,YIK,营口,QZH,钦州,2020/9/25 8:00,2020/10/4 22:00,0,0,0
4021,IC29-CAW-063 S,YIK,营口,QZH,钦州,2020/9/25 10:00,2020/10/2 22:00,10,2978,1
10061,IC29-NLZ-019 S,YIK,营口,QZH,钦州,2020/9/25 10:00,2020/10/4 22:00,0,0,0
10062,IC29-NLZ-019 S,YIK,营口,QZH,钦州,2020/9/25 12:00,2020/10/4 22:00,0,0,0
10063,IC29-NLZ-019 S,YIK,营口,QZH,钦州,2020/9/25 14:00,2020/10/4 22:00,0,0,0
10065,IC29-NLZ-019 S,YIK,营口,QZH,钦州,2020/9/25 16:00,2020/10/4 22:00,2,2978,1
10066,IC29-NLZ-019 S,YIK,营口,QZH,钦州,2020/9/25 18:00,2020/10/4 22:00,0,0,0
10079,IC29-NLZ-019 S,YIK,营口,QZH,钦州,2020/9/26 8:00,2020/10/4 22:00,11,2978,1
10080,IC29-NLZ-019 S,YIK,营口,QZH,钦州,2020/9/26 10:00,2020/10/4 22:00,0,0,0
10081,IC29-NLZ-019 S,YIK,营口,QZH,钦州,2020/9/26 12:00,2020/10/4 22:00,0,0,0
10082,IC29-NLZ-019 S,YIK,营口,QZH,钦州,2020/9/26 14:00,2020/10/4 22:00,0,0,0
10083,IC29-NLZ-019 S,YIK,营口,QZH,钦州,2020/9/26 16:00,2020/10/4 22:00,0,0,0
10084,IC29-NLZ-019 S,YIK,营口,QZH,钦州,2020/9/26 18:00,2020/10/4 22:00,0,0,0
10099,IC29-NLZ-019 S,YIK,营口,QZH,钦州,2020/9/27 8:00,2020/10/4 22:00,2,2978,1
10092,IC29-NLZ-019 S,YIK,营口,QZH,钦州,2020/9/27 10:00,2020/10/4 22:00,0,0,0
10094,IC29-NLZ-019 S,YIK,营口,QZH,钦州,2020/9/27 12:00,2020/10/4 22:00,15,2978,1
10096,IC29-NLZ-019 S,YIK,营口,QZH,钦州,2020/9/27 14:00,2020/10/4 22:00,9,2978,1
10098,IC29-NLZ-019 S,YIK,营口,QZH,钦州,2020/9/27 16:00,2020/10/4 22:00,1,2978,1
4849,IC29-Q2P-118 S,YIK,营口,QZH,钦州,2020/9/28 8:00,2020/10/9 22:00,0,0,0
4851,IC29-Q2P-118 S,YIK,营口,QZH,钦州,2020/9/28 10:00,2020/10/9 22:00,22,2978,1
4853,IC29-Q2P-118 S,YIK,营口,QZH,钦州,2020/9/28 12:00,2020/10/9 22:00,1,2978,1
4854,IC29-Q2P-118 S,YIK,营口,QZH,钦州,2020/9/28 14:00,2020/10/9 22:00,0,0,0
4855,IC29-Q2P-118 S,YIK,营口,QZH,钦州,2020/9/28 16:00,2020/10/9 22:00,0,0,0
4856,IC29-Q2P-118 S,YIK,营口,QZH,钦州,2020/9/28 18:00,2020/10/9 22:00,0,0,0
4868,IC29-Q2P-118 S,YIK,营口,QZH,钦州,2020/9/29 8:00,2020/10/9 22:00,8,2978,1
11330,IC29-CAW-064 S,YIK,营口,QZH,钦州,2020/9/29 8:00,2020/10/22 17:00,2,2978,1
4864,IC29-Q2P-118 S,YIK,营口,QZH,钦州,2020/9/29 10:00,2020/10/9 22:00,0,0,0
9087,IC29-NPL-012 S,YIK,营口,QZH,钦州,2020/9/29 10:00,2020/10/14 22:00,3,2978,1
4865,IC29-Q2P-118 S,YIK,营口,QZH,钦州,2020/9/29 12:00,2020/10/9 22:00,0,0,0
9089,IC29-NPL-012 S,YIK,营口,QZH,钦州,2020/9/29 12:00,2020/10/14 22:00,9,2978,1
4867,IC29-Q2P-118 S,YIK,营口,QZH,钦州,2020/9/29 14:00,2020/10/9 22:00,5,2978,1
9091,IC29-NPL-012 S,YIK,营口,QZH,钦州,2020/9/29 14:00,2020/10/14 22:00,6,2978,1
9093,IC29-NPL-012 S,YIK,营口,QZH,钦州,2020/9/29 16:00,2020/10/14 22:00,2,2978,1
9094,IC29-NPL-012 S,YIK,营口,QZH,钦州,2020/9/29 18:00,2020/10/14 22:00,0,0,0
9101,IC29-NPL-012 S,YIK,营口,QZH,钦州,2020/9/30 8:00,2020/10/14 22:00,0,0,0
9102,IC29-NPL-012 S,YIK,营口,QZH,钦州,2020/9/30 10:00,2020/10/14 22:00,0,0,0
8538,IC29-NLY-021 S,YIK,营口,QZH,钦州,2020/9/30 12:00,2020/10/16 22:00,1,3078,1
9104,IC29-NPL-012 S,YIK,营口,QZH,钦州,2020/9/30 12:00,2020/10/14 22:00,12,2978,1
9057,IC29-NPL-012 S,YIK,营口,QZH,钦州,2020/10/1 8:00,2020/10/14 22:00,11,2978,1
9058,IC29-NPL-012 S,YIK,营口,QZH,钦州,2020/10/1 10:00,2020/10/14 22:00,0,0,0
9059,IC29-NPL-012 S,YIK,营口,QZH,钦州,2020/10/1 12:00,2020/10/14 22:00,0,0,0
9060,IC29-NPL-012 S,YIK,营口,QZH,钦州,2020/10/1 14:00,2020/10/14 22:00,0,0,0
9061,IC29-NPL-012 S,YIK,营口,QZH,钦州,2020/10/1 16:00,2020/10/14 22:00,0,0,0
9062,IC29-NPL-012 S,YIK,营口,QZH,钦州,2020/10/1 18:00,2020/10/14 22:00,0,0,0
9072,IC29-NPL-012 S,YIK,营口,QZH,钦州,2020/10/2 8:00,2020/10/14 22:00,4,2978,1
9073,IC29-NPL-012 S,YIK,营口,QZH,钦州,2020/10/2 10:00,2020/10/14 22:00,0,0,0
9074,IC29-NPL-012 S,YIK,营口,QZH,钦州,2020/10/2 12:00,2020/10/14 22:00,0,0,0
9075,IC29-NPL-012 S,YIK,营口,QZH,钦州,2020/10/2 14:00,2020/10/14 22:00,0,0,0
9076,IC29-NPL-012 S,YIK,营口,QZH,钦州,2020/10/2 16:00,2020/10/14 22:00,0,0,0
9077,IC29-NPL-012 S,YIK,营口,QZH,钦州,2020/10/2 18:00,2020/10/14 22:00,0,0,0
8441,IC29-NLY-021 S,YIK,营口,QZH,钦州,2020/10/3 8:00,2020/10/16 22:00,0,0,0
9084,IC29-NPL-012 S,YIK,营口,QZH,钦州,2020/10/3 8:00,2020/10/14 22:00,0,0,0
8443,IC29-NLY-021 S,YIK,营口,QZH,钦州,2020/10/3 10:00,2020/10/16 22:00,2,3078,1
9086,IC29-NPL-012 S,YIK,营口,QZH,钦州,2020/10/3 10:00,2020/10/14 22:00,10,2978,1
8444,IC29-NLY-021 S,YIK,营口,QZH,钦州,2020/10/3 12:00,2020/10/16 22:00,0,0,0
8445,IC29-NLY-021 S,YIK,营口,QZH,钦州,2020/10/3 14:00,2020/10/16 22:00,0,0,0
8446,IC29-NLY-021 S,YIK,营口,QZH,钦州,2020/10/3 16:00,2020/10/16 22:00,0,0,0
8447,IC29-NLY-021 S,YIK,营口,QZH,钦州,2020/10/3 18:00,2020/10/16 22:00,0,0,0
8454,IC29-NLY-021 S,YIK,营口,QZH,钦州,2020/10/4 8:00,2020/10/16 22:00,0,0,0
8455,IC29-NLY-021 S,YIK,营口,QZH,钦州,2020/10/4 10:00,2020/10/16 22:00,0,0,0
8456,IC29-NLY-021 S,YIK,营口,QZH,钦州,2020/10/4 12:00,2020/10/16 22:00,0,0,0
8457,IC29-NLY-021 S,YIK,营口,QZH,钦州,2020/10/4 14:00,2020/10/16 22:00,0,0,0
8458,IC29-NLY-021 S,YIK,营口,QZH,钦州,2020/10/4 16:00,2020/10/16 22:00,0,0,0
8459,IC29-NLY-021 S,YIK,营口,QZH,钦州,2020/10/4 18:00,2020/10/16 22:00,0,0,0
8472,IC29-NLY-021 S,YIK,营口,QZH,钦州,2020/10/5 8:00,2020/10/16 22:00,20,2984,1
8473,IC29-NLY-021 S,YIK,营口,QZH,钦州,2020/10/5 10:00,2020/10/16 22:00,0,0,0
8474,IC29-NLY-021 S,YIK,营口,QZH,钦州,2020/10/5 12:00,2020/10/16 22:00,0,0,0
8475,IC29-NLY-021 S,YIK,营口,QZH,钦州,2020/10/5 14:00,2020/10/16 22:00,0,0,0
8476,IC29-NLY-021 S,YIK,营口,QZH,钦州,2020/10/5 16:00,2020/10/16 22:00,0,0,0
8477,IC29-NLY-021 S,YIK,营口,QZH,钦州,2020/10/5 18:00,2020/10/16 22:00,0,0,0
8491,IC29-NLY-021 S,YIK,营口,QZH,钦州,2020/10/6 8:00,2020/10/16 22:00,2,2984,1
8492,IC29-NLY-021 S,YIK,营口,QZH,钦州,2020/10/6 10:00,2020/10/16 22:00,0,0,0
8493,IC29-NLY-021 S,YIK,营口,QZH,钦州,2020/10/6 12:00,2020/10/16 22:00,0,0,0
8494,IC29-NLY-021 S,YIK,营口,QZH,钦州,2020/10/6 14:00,2020/10/16 22:00,0,0,0
8495,IC29-NLY-021 S,YIK,营口,QZH,钦州,2020/10/6 16:00,2020/10/16 22:00,0,0,0
8496,IC29-NLY-021 S,YIK,营口,QZH,钦州,2020/10/6 18:00,2020/10/16 22:00,0,0,0
8506,IC29-NLY-021 S,YIK,营口,QZH,钦州,2020/10/7 8:00,2020/10/16 22:00,4,2984,1
8507,IC29-NLY-021 S,YIK,营口,QZH,钦州,2020/10/7 10:00,2020/10/16 22:00,0,0,0
8508,IC29-NLY-021 S,YIK,营口,QZH,钦州,2020/10/7 12:00,2020/10/16 22:00,0,0,0
8509,IC29-NLY-021 S,YIK,营口,QZH,钦州,2020/10/7 14:00,2020/10/16 22:00,0,0,0
8510,IC29-NLY-021 S,YIK,营口,QZH,钦州,2020/10/7 16:00,2020/10/16 22:00,0,0,0
8511,IC29-NLY-021 S,YIK,营口,QZH,钦州,2020/10/7 18:00,2020/10/16 22:00,0,0,0
8518,IC29-NLY-021 S,YIK,营口,QZH,钦州,2020/10/8 8:00,2020/10/16 22:00,0,0,0
8520,IC29-NLY-021 S,YIK,营口,QZH,钦州,2020/10/8 10:00,2020/10/16 22:00,2,3078,1
8521,IC29-NLY-021 S,YIK,营口,QZH,钦州,2020/10/8 12:00,2020/10/16 22:00,0,0,0
8523,IC29-NLY-021 S,YIK,营口,QZH,钦州,2020/10/8 14:00,2020/10/16 22:00,3,3078,1
