,MAIN_SVVD,POL_CDE,POL_NME,POD_CDE,POD_NME,WBL_AUD_DTDL,MAIN_SVVD_SAILING_DATE,NUM,PRICE,binom
1016,IC29-NLZ-001 S,YIK,营口,QZH,钦州,2020/2/28 16:00,2020/3/2 22:00,0,0,0
1017,IC29-NLZ-001 S,YIK,营口,QZH,钦州,2020/2/28 18:00,2020/3/2 22:00,0,0,0
1029,IC29-NLZ-001 S,YIK,营口,QZH,钦州,2020/2/29 8:00,2020/3/2 22:00,34,2657.058824,1
1030,IC29-NLZ-001 S,YIK,营口,QZH,钦州,2020/2/29 10:00,2020/3/2 22:00,0,0,0
1031,IC29-NLZ-001 S,YIK,营口,QZH,钦州,2020/2/29 12:00,2020/3/2 22:00,0,0,0
1032,IC29-NLZ-001 S,YIK,营口,QZH,钦州,2020/2/29 14:00,2020/3/2 22:00,0,0,0
1033,IC29-NLZ-001 S,YIK,营口,QZH,钦州,2020/2/29 16:00,2020/3/2 22:00,0,0,0
1034,IC29-NLZ-001 S,YIK,营口,QZH,钦州,2020/2/29 18:00,2020/3/2 22:00,0,0,0
1041,IC29-NLZ-001 S,YIK,营口,QZH,钦州,2020/3/1 8:00,2020/3/2 22:00,0,0,0
1043,IC29-NLZ-001 S,YIK,营口,QZH,钦州,2020/3/1 10:00,2020/3/2 22:00,2,2650,1
1843,IC29-NLY-009 S,YIK,营口,QZH,钦州,2020/3/2 8:00,2020/3/8 22:00,1,2628,1
1844,IC29-NLY-009 S,YIK,营口,QZH,钦州,2020/3/2 10:00,2020/3/8 22:00,0,0,0
1845,IC29-NLY-009 S,YIK,营口,QZH,钦州,2020/3/2 12:00,2020/3/8 22:00,0,0,0
1846,IC29-NLY-009 S,YIK,营口,QZH,钦州,2020/3/2 14:00,2020/3/8 22:00,0,0,0
1847,IC29-NLY-009 S,YIK,营口,QZH,钦州,2020/3/2 16:00,2020/3/8 22:00,0,0,0
1848,IC29-NLY-009 S,YIK,营口,QZH,钦州,2020/3/2 18:00,2020/3/8 22:00,0,0,0
1862,IC29-NLY-009 S,YIK,营口,QZH,钦州,2020/3/3 8:00,2020/3/8 22:00,20,2520,1
1863,IC29-NLY-009 S,YIK,营口,QZH,钦州,2020/3/3 10:00,2020/3/8 22:00,0,0,0
1864,IC29-NLY-009 S,YIK,营口,QZH,钦州,2020/3/3 12:00,2020/3/8 22:00,0,0,0
1865,IC29-NLY-009 S,YIK,营口,QZH,钦州,2020/3/3 14:00,2020/3/8 22:00,0,0,0
1866,IC29-NLY-009 S,YIK,营口,QZH,钦州,2020/3/3 16:00,2020/3/8 22:00,0,0,0
1867,IC29-NLY-009 S,YIK,营口,QZH,钦州,2020/3/3 18:00,2020/3/8 22:00,0,0,0
1874,IC29-NLY-009 S,YIK,营口,QZH,钦州,2020/3/4 8:00,2020/3/8 22:00,0,0,0
1875,IC29-NLY-009 S,YIK,营口,QZH,钦州,2020/3/4 10:00,2020/3/8 22:00,0,0,0
2364,IC29-Q2P-108 S,YIK,营口,QZH,钦州,2020/3/4 10:00,2020/3/12 22:00,2,2600,1
1877,IC29-NLY-009 S,YIK,营口,QZH,钦州,2020/3/4 12:00,2020/3/8 22:00,1,2710,1
2365,IC29-Q2P-108 S,YIK,营口,QZH,钦州,2020/3/4 12:00,2020/3/12 22:00,0,0,0
1879,IC29-NLY-009 S,YIK,营口,QZH,钦州,2020/3/4 14:00,2020/3/8 22:00,1,2710,1
2366,IC29-Q2P-108 S,YIK,营口,QZH,钦州,2020/3/4 14:00,2020/3/12 22:00,0,0,0
1881,IC29-NLY-009 S,YIK,营口,QZH,钦州,2020/3/4 16:00,2020/3/8 22:00,22,2606,1
2367,IC29-Q2P-108 S,YIK,营口,QZH,钦州,2020/3/4 16:00,2020/3/12 22:00,0,0,0
1882,IC29-NLY-009 S,YIK,营口,QZH,钦州,2020/3/4 18:00,2020/3/8 22:00,0,0,0
2368,IC29-Q2P-108 S,YIK,营口,QZH,钦州,2020/3/4 18:00,2020/3/12 22:00,0,0,0
1897,IC29-NLY-009 S,YIK,营口,QZH,钦州,2020/3/5 8:00,2020/3/8 22:00,10,2606,1
2380,IC29-Q2P-108 S,YIK,营口,QZH,钦州,2020/3/5 8:00,2020/3/12 22:00,4,2680,1
1898,IC29-NLY-009 S,YIK,营口,QZH,钦州,2020/3/5 10:00,2020/3/8 22:00,0,0,0
2381,IC29-Q2P-108 S,YIK,营口,QZH,钦州,2020/3/5 10:00,2020/3/12 22:00,0,0,0
1899,IC29-NLY-009 S,YIK,营口,QZH,钦州,2020/3/5 12:00,2020/3/8 22:00,0,0,0
2382,IC29-Q2P-108 S,YIK,营口,QZH,钦州,2020/3/5 12:00,2020/3/12 22:00,0,0,0
1900,IC29-NLY-009 S,YIK,营口,QZH,钦州,2020/3/5 14:00,2020/3/8 22:00,0,0,0
2383,IC29-Q2P-108 S,YIK,营口,QZH,钦州,2020/3/5 14:00,2020/3/12 22:00,0,0,0
1901,IC29-NLY-009 S,YIK,营口,QZH,钦州,2020/3/5 16:00,2020/3/8 22:00,0,0,0
2384,IC29-Q2P-108 S,YIK,营口,QZH,钦州,2020/3/5 16:00,2020/3/12 22:00,0,0,0
1902,IC29-NLY-009 S,YIK,营口,QZH,钦州,2020/3/5 18:00,2020/3/8 22:00,0,0,0
2385,IC29-Q2P-108 S,YIK,营口,QZH,钦州,2020/3/5 18:00,2020/3/12 22:00,0,0,0
1909,IC29-NLY-009 S,YIK,营口,QZH,钦州,2020/3/6 8:00,2020/3/8 22:00,0,0,0
2392,IC29-Q2P-108 S,YIK,营口,QZH,钦州,2020/3/6 8:00,2020/3/12 22:00,0,0,0
1911,IC29-NLY-009 S,YIK,营口,QZH,钦州,2020/3/6 10:00,2020/3/8 22:00,2,2606,1
2393,IC29-Q2P-108 S,YIK,营口,QZH,钦州,2020/3/6 10:00,2020/3/12 22:00,0,0,0
1912,IC29-NLY-009 S,YIK,营口,QZH,钦州,2020/3/6 12:00,2020/3/8 22:00,0,0,0
2394,IC29-Q2P-108 S,YIK,营口,QZH,钦州,2020/3/6 12:00,2020/3/12 22:00,0,0,0
1914,IC29-NLY-009 S,YIK,营口,QZH,钦州,2020/3/6 14:00,2020/3/8 22:00,2,2606,1
2396,IC29-Q2P-108 S,YIK,营口,QZH,钦州,2020/3/6 14:00,2020/3/12 22:00,20,2680,1
1664,IC29-CAY-038 S,YIK,营口,QZH,钦州,2020/3/10 8:00,2020/3/13 22:00,4,2280,1
2349,IC29-Q2P-108 S,YIK,营口,QZH,钦州,2020/3/10 8:00,2020/3/12 22:00,152,2282.763158,1
1665,IC29-CAY-038 S,YIK,营口,QZH,钦州,2020/3/10 10:00,2020/3/13 22:00,0,0,0
2350,IC29-Q2P-108 S,YIK,营口,QZH,钦州,2020/3/10 10:00,2020/3/12 22:00,0,0,0
1666,IC29-CAY-038 S,YIK,营口,QZH,钦州,2020/3/10 12:00,2020/3/13 22:00,0,0,0
2351,IC29-Q2P-108 S,YIK,营口,QZH,钦州,2020/3/10 12:00,2020/3/12 22:00,0,0,0
1667,IC29-CAY-038 S,YIK,营口,QZH,钦州,2020/3/10 14:00,2020/3/13 22:00,0,0,0
2352,IC29-Q2P-108 S,YIK,营口,QZH,钦州,2020/3/10 14:00,2020/3/12 22:00,0,0,0
1668,IC29-CAY-038 S,YIK,营口,QZH,钦州,2020/3/10 16:00,2020/3/13 22:00,0,0,0
2353,IC29-Q2P-108 S,YIK,营口,QZH,钦州,2020/3/10 16:00,2020/3/12 22:00,0,0,0
1669,IC29-CAY-038 S,YIK,营口,QZH,钦州,2020/3/10 18:00,2020/3/13 22:00,0,0,0
2354,IC29-Q2P-108 S,YIK,营口,QZH,钦州,2020/3/10 18:00,2020/3/12 22:00,0,0,0
1682,IC29-CAY-038 S,YIK,营口,QZH,钦州,2020/3/11 8:00,2020/3/13 22:00,2,2480,1
2361,IC29-Q2P-108 S,YIK,营口,QZH,钦州,2020/3/11 8:00,2020/3/12 22:00,0,0,0
1683,IC29-CAY-038 S,YIK,营口,QZH,钦州,2020/3/11 10:00,2020/3/13 22:00,0,0,0
2363,IC29-Q2P-108 S,YIK,营口,QZH,钦州,2020/3/11 10:00,2020/3/12 22:00,3,2330,1
1684,IC29-CAY-038 S,YIK,营口,QZH,钦州,2020/3/11 12:00,2020/3/13 22:00,0,0,0
1685,IC29-CAY-038 S,YIK,营口,QZH,钦州,2020/3/11 14:00,2020/3/13 22:00,0,0,0
1686,IC29-CAY-038 S,YIK,营口,QZH,钦州,2020/3/11 16:00,2020/3/13 22:00,0,0,0
1687,IC29-CAY-038 S,YIK,营口,QZH,钦州,2020/3/11 18:00,2020/3/13 22:00,0,0,0
1700,IC29-CAY-038 S,YIK,营口,QZH,钦州,2020/3/12 8:00,2020/3/13 22:00,1,2480,1
5029,IC29-NPL-001 S,YIK,营口,QZH,钦州,2020/3/12 8:00,2020/3/18 22:00,15,2230,1
1696,IC29-CAY-038 S,YIK,营口,QZH,钦州,2020/3/12 10:00,2020/3/13 22:00,4,2480,1
5030,IC29-NPL-001 S,YIK,营口,QZH,钦州,2020/3/12 10:00,2020/3/18 22:00,0,0,0
1697,IC29-CAY-038 S,YIK,营口,QZH,钦州,2020/3/12 12:00,2020/3/13 22:00,0,0,0
5031,IC29-NPL-001 S,YIK,营口,QZH,钦州,2020/3/12 12:00,2020/3/18 22:00,0,0,0
1699,IC29-CAY-038 S,YIK,营口,QZH,钦州,2020/3/12 14:00,2020/3/13 22:00,2,2480,1
5032,IC29-NPL-001 S,YIK,营口,QZH,钦州,2020/3/12 14:00,2020/3/18 22:00,0,0,0
5033,IC29-NPL-001 S,YIK,营口,QZH,钦州,2020/3/12 16:00,2020/3/18 22:00,0,0,0
5034,IC29-NPL-001 S,YIK,营口,QZH,钦州,2020/3/12 18:00,2020/3/18 22:00,0,0,0
5047,IC29-NPL-001 S,YIK,营口,QZH,钦州,2020/3/13 8:00,2020/3/18 22:00,9,2230,1
5048,IC29-NPL-001 S,YIK,营口,QZH,钦州,2020/3/13 10:00,2020/3/18 22:00,0,0,0
5049,IC29-NPL-001 S,YIK,营口,QZH,钦州,2020/3/13 12:00,2020/3/18 22:00,0,0,0
5050,IC29-NPL-001 S,YIK,营口,QZH,钦州,2020/3/13 14:00,2020/3/18 22:00,0,0,0
5051,IC29-NPL-001 S,YIK,营口,QZH,钦州,2020/3/13 16:00,2020/3/18 22:00,0,0,0
5052,IC29-NPL-001 S,YIK,营口,QZH,钦州,2020/3/13 18:00,2020/3/18 22:00,0,0,0
5066,IC29-NPL-001 S,YIK,营口,QZH,钦州,2020/3/14 8:00,2020/3/18 22:00,4,2220,1
5067,IC29-NPL-001 S,YIK,营口,QZH,钦州,2020/3/14 10:00,2020/3/18 22:00,0,0,0
5068,IC29-NPL-001 S,YIK,营口,QZH,钦州,2020/3/14 12:00,2020/3/18 22:00,0,0,0
5069,IC29-NPL-001 S,YIK,营口,QZH,钦州,2020/3/14 14:00,2020/3/18 22:00,0,0,0
5070,IC29-NPL-001 S,YIK,营口,QZH,钦州,2020/3/14 16:00,2020/3/18 22:00,0,0,0
5071,IC29-NPL-001 S,YIK,营口,QZH,钦州,2020/3/14 18:00,2020/3/18 22:00,0,0,0
5081,IC29-NPL-001 S,YIK,营口,QZH,钦州,2020/3/15 8:00,2020/3/18 22:00,2,2220,1
5082,IC29-NPL-001 S,YIK,营口,QZH,钦州,2020/3/15 10:00,2020/3/18 22:00,0,0,0
5083,IC29-NPL-001 S,YIK,营口,QZH,钦州,2020/3/15 12:00,2020/3/18 22:00,0,0,0
5084,IC29-NPL-001 S,YIK,营口,QZH,钦州,2020/3/15 14:00,2020/3/18 22:00,0,0,0
5085,IC29-NPL-001 S,YIK,营口,QZH,钦州,2020/3/15 16:00,2020/3/18 22:00,0,0,0
5086,IC29-NPL-001 S,YIK,营口,QZH,钦州,2020/3/15 18:00,2020/3/18 22:00,0,0,0
5100,IC29-NPL-001 S,YIK,营口,QZH,钦州,2020/3/16 8:00,2020/3/18 22:00,2,2220,1
5101,IC29-NPL-001 S,YIK,营口,QZH,钦州,2020/3/16 10:00,2020/3/18 22:00,0,0,0
5102,IC29-NPL-001 S,YIK,营口,QZH,钦州,2020/3/16 12:00,2020/3/18 22:00,0,0,0
5103,IC29-NPL-001 S,YIK,营口,QZH,钦州,2020/3/16 14:00,2020/3/18 22:00,0,0,0
5104,IC29-NPL-001 S,YIK,营口,QZH,钦州,2020/3/16 16:00,2020/3/18 22:00,0,0,0
5105,IC29-NPL-001 S,YIK,营口,QZH,钦州,2020/3/16 18:00,2020/3/18 22:00,0,0,0
5120,IC29-NPL-001 S,YIK,营口,QZH,钦州,2020/3/17 8:00,2020/3/18 22:00,2,2270,1
5114,IC29-NPL-001 S,YIK,营口,QZH,钦州,2020/3/17 10:00,2020/3/18 22:00,7,2360,1
5115,IC29-NPL-001 S,YIK,营口,QZH,钦州,2020/3/17 12:00,2020/3/18 22:00,0,0,0
5117,IC29-NPL-001 S,YIK,营口,QZH,钦州,2020/3/17 14:00,2020/3/18 22:00,1,2360,1
5119,IC29-NPL-001 S,YIK,营口,QZH,钦州,2020/3/17 16:00,2020/3/18 22:00,6,2360,1
1047,IC29-NLY-010 S,YIK,营口,QZH,钦州,2020/3/18 8:00,2020/3/25 22:00,0,0,0
1049,IC29-NLY-010 S,YIK,营口,QZH,钦州,2020/3/18 10:00,2020/3/25 22:00,70,1958,1
1051,IC29-NLY-010 S,YIK,营口,QZH,钦州,2020/3/18 12:00,2020/3/25 22:00,7,2008,1
1053,IC29-NLY-010 S,YIK,营口,QZH,钦州,2020/3/18 14:00,2020/3/25 22:00,5,2008,1
1055,IC29-NLY-010 S,YIK,营口,QZH,钦州,2020/3/18 16:00,2020/3/25 22:00,18,2008,1
1056,IC29-NLY-010 S,YIK,营口,QZH,钦州,2020/3/18 18:00,2020/3/25 22:00,0,0,0
1068,IC29-NLY-010 S,YIK,营口,QZH,钦州,2020/3/19 8:00,2020/3/25 22:00,30,2008,1
1069,IC29-NLY-010 S,YIK,营口,QZH,钦州,2020/3/19 10:00,2020/3/25 22:00,0,0,0
1070,IC29-NLY-010 S,YIK,营口,QZH,钦州,2020/3/19 12:00,2020/3/25 22:00,0,0,0
1071,IC29-NLY-010 S,YIK,营口,QZH,钦州,2020/3/19 14:00,2020/3/25 22:00,0,0,0
1072,IC29-NLY-010 S,YIK,营口,QZH,钦州,2020/3/19 16:00,2020/3/25 22:00,0,0,0
1073,IC29-NLY-010 S,YIK,营口,QZH,钦州,2020/3/19 18:00,2020/3/25 22:00,0,0,0
1080,IC29-NLY-010 S,YIK,营口,QZH,钦州,2020/3/20 8:00,2020/3/25 22:00,0,0,0
1082,IC29-NLY-010 S,YIK,营口,QZH,钦州,2020/3/20 10:00,2020/3/25 22:00,29,2070,1
1083,IC29-NLY-010 S,YIK,营口,QZH,钦州,2020/3/20 12:00,2020/3/25 22:00,0,0,0
1085,IC29-NLY-010 S,YIK,营口,QZH,钦州,2020/3/20 14:00,2020/3/25 22:00,18,2030,1
1087,IC29-NLY-010 S,YIK,营口,QZH,钦州,2020/3/20 16:00,2020/3/25 22:00,9,2030,1
1088,IC29-NLY-010 S,YIK,营口,QZH,钦州,2020/3/20 18:00,2020/3/25 22:00,0,0,0
1102,IC29-NLY-010 S,YIK,营口,QZH,钦州,2020/3/21 8:00,2020/3/25 22:00,2,2030,1
1103,IC29-NLY-010 S,YIK,营口,QZH,钦州,2020/3/21 10:00,2020/3/25 22:00,0,0,0
1104,IC29-NLY-010 S,YIK,营口,QZH,钦州,2020/3/21 12:00,2020/3/25 22:00,0,0,0
1105,IC29-NLY-010 S,YIK,营口,QZH,钦州,2020/3/21 14:00,2020/3/25 22:00,0,0,0
1106,IC29-NLY-010 S,YIK,营口,QZH,钦州,2020/3/21 16:00,2020/3/25 22:00,0,0,0
1107,IC29-NLY-010 S,YIK,营口,QZH,钦州,2020/3/21 18:00,2020/3/25 22:00,0,0,0
1121,IC29-NLY-010 S,YIK,营口,QZH,钦州,2020/3/22 8:00,2020/3/25 22:00,3,2150,1
1122,IC29-NLY-010 S,YIK,营口,QZH,钦州,2020/3/22 10:00,2020/3/25 22:00,0,0,0
1123,IC29-NLY-010 S,YIK,营口,QZH,钦州,2020/3/22 12:00,2020/3/25 22:00,0,0,0
1124,IC29-NLY-010 S,YIK,营口,QZH,钦州,2020/3/22 14:00,2020/3/25 22:00,0,0,0
1125,IC29-NLY-010 S,YIK,营口,QZH,钦州,2020/3/22 16:00,2020/3/25 22:00,0,0,0
1126,IC29-NLY-010 S,YIK,营口,QZH,钦州,2020/3/22 18:00,2020/3/25 22:00,0,0,0
1140,IC29-NLY-010 S,YIK,营口,QZH,钦州,2020/3/23 8:00,2020/3/25 22:00,14,2150,1
6817,IC29-CAY-039 S,YIK,营口,QZH,钦州,2020/3/23 8:00,2020/4/1 22:00,0,0,0
1141,IC29-NLY-010 S,YIK,营口,QZH,钦州,2020/3/23 10:00,2020/3/25 22:00,0,0,0
6818,IC29-CAY-039 S,YIK,营口,QZH,钦州,2020/3/23 10:00,2020/4/1 22:00,0,0,0
1142,IC29-NLY-010 S,YIK,营口,QZH,钦州,2020/3/23 12:00,2020/3/25 22:00,0,0,0
6819,IC29-CAY-039 S,YIK,营口,QZH,钦州,2020/3/23 12:00,2020/4/1 22:00,0,0,0
1143,IC29-NLY-010 S,YIK,营口,QZH,钦州,2020/3/23 14:00,2020/3/25 22:00,0,0,0
6821,IC29-CAY-039 S,YIK,营口,QZH,钦州,2020/3/23 14:00,2020/4/1 22:00,2,2048,1
1144,IC29-NLY-010 S,YIK,营口,QZH,钦州,2020/3/23 16:00,2020/3/25 22:00,0,0,0
6823,IC29-CAY-039 S,YIK,营口,QZH,钦州,2020/3/23 16:00,2020/4/1 22:00,4,2048,1
1145,IC29-NLY-010 S,YIK,营口,QZH,钦州,2020/3/23 18:00,2020/3/25 22:00,0,0,0
6824,IC29-CAY-039 S,YIK,营口,QZH,钦州,2020/3/23 18:00,2020/4/1 22:00,0,0,0
1156,IC29-NLY-010 S,YIK,营口,QZH,钦州,2020/3/24 8:00,2020/3/25 22:00,2,2150,1
6831,IC29-CAY-039 S,YIK,营口,QZH,钦州,2020/3/24 8:00,2020/4/1 22:00,0,0,0
1153,IC29-NLY-010 S,YIK,营口,QZH,钦州,2020/3/24 10:00,2020/3/25 22:00,0,0,0
6832,IC29-CAY-039 S,YIK,营口,QZH,钦州,2020/3/24 10:00,2020/4/1 22:00,0,0,0
1155,IC29-NLY-010 S,YIK,营口,QZH,钦州,2020/3/24 12:00,2020/3/25 22:00,2,2150,1
6833,IC29-CAY-039 S,YIK,营口,QZH,钦州,2020/3/24 12:00,2020/4/1 22:00,0,0,0
6835,IC29-CAY-039 S,YIK,营口,QZH,钦州,2020/3/24 14:00,2020/4/1 22:00,2,2078,1
6836,IC29-CAY-039 S,YIK,营口,QZH,钦州,2020/3/24 16:00,2020/4/1 22:00,0,0,0
6837,IC29-CAY-039 S,YIK,营口,QZH,钦州,2020/3/24 18:00,2020/4/1 22:00,0,0,0
6844,IC29-CAY-039 S,YIK,营口,QZH,钦州,2020/3/25 8:00,2020/4/1 22:00,0,0,0
6845,IC29-CAY-039 S,YIK,营口,QZH,钦州,2020/3/25 10:00,2020/4/1 22:00,0,0,0
6846,IC29-CAY-039 S,YIK,营口,QZH,钦州,2020/3/25 12:00,2020/4/1 22:00,0,0,0
6848,IC29-CAY-039 S,YIK,营口,QZH,钦州,2020/3/25 14:00,2020/4/1 22:00,11,2000,1
6849,IC29-CAY-039 S,YIK,营口,QZH,钦州,2020/3/25 16:00,2020/4/1 22:00,0,0,0
6850,IC29-CAY-039 S,YIK,营口,QZH,钦州,2020/3/25 18:00,2020/4/1 22:00,0,0,0
6860,IC29-CAY-039 S,YIK,营口,QZH,钦州,2020/3/26 8:00,2020/4/1 22:00,2,2030,1
6861,IC29-CAY-039 S,YIK,营口,QZH,钦州,2020/3/26 10:00,2020/4/1 22:00,0,0,0
6862,IC29-CAY-039 S,YIK,营口,QZH,钦州,2020/3/26 12:00,2020/4/1 22:00,0,0,0
6863,IC29-CAY-039 S,YIK,营口,QZH,钦州,2020/3/26 14:00,2020/4/1 22:00,0,0,0
6864,IC29-CAY-039 S,YIK,营口,QZH,钦州,2020/3/26 16:00,2020/4/1 22:00,0,0,0
6865,IC29-CAY-039 S,YIK,营口,QZH,钦州,2020/3/26 18:00,2020/4/1 22:00,0,0,0
6872,IC29-CAY-039 S,YIK,营口,QZH,钦州,2020/3/27 8:00,2020/4/1 22:00,0,0,0
6873,IC29-CAY-039 S,YIK,营口,QZH,钦州,2020/3/27 10:00,2020/4/1 22:00,0,0,0
6875,IC29-CAY-039 S,YIK,营口,QZH,钦州,2020/3/27 12:00,2020/4/1 22:00,6,1768,1
6877,IC29-CAY-039 S,YIK,营口,QZH,钦州,2020/3/27 14:00,2020/4/1 22:00,67,1768,1
6879,IC29-CAY-039 S,YIK,营口,QZH,钦州,2020/3/27 16:00,2020/4/1 22:00,73,1768,1
6880,IC29-CAY-039 S,YIK,营口,QZH,钦州,2020/3/27 18:00,2020/4/1 22:00,0,0,0
6896,IC29-CAY-039 S,YIK,营口,QZH,钦州,2020/3/28 8:00,2020/4/1 22:00,28,1768,1
6897,IC29-CAY-039 S,YIK,营口,QZH,钦州,2020/3/28 10:00,2020/4/1 22:00,0,0,0
6898,IC29-CAY-039 S,YIK,营口,QZH,钦州,2020/3/28 12:00,2020/4/1 22:00,0,0,0
6899,IC29-CAY-039 S,YIK,营口,QZH,钦州,2020/3/28 14:00,2020/4/1 22:00,0,0,0
6900,IC29-CAY-039 S,YIK,营口,QZH,钦州,2020/3/28 16:00,2020/4/1 22:00,0,0,0
6901,IC29-CAY-039 S,YIK,营口,QZH,钦州,2020/3/28 18:00,2020/4/1 22:00,0,0,0
4561,IC29-NLX-010 S,YIK,营口,QZH,钦州,2020/3/29 8:00,2020/4/4 22:00,0,0,0
6915,IC29-CAY-039 S,YIK,营口,QZH,钦州,2020/3/29 8:00,2020/4/1 22:00,12,1768,1
4563,IC29-NLX-010 S,YIK,营口,QZH,钦州,2020/3/29 10:00,2020/4/4 22:00,9,1798,1
6916,IC29-CAY-039 S,YIK,营口,QZH,钦州,2020/3/29 10:00,2020/4/1 22:00,0,0,0
4564,IC29-NLX-010 S,YIK,营口,QZH,钦州,2020/3/29 12:00,2020/4/4 22:00,0,0,0
6917,IC29-CAY-039 S,YIK,营口,QZH,钦州,2020/3/29 12:00,2020/4/1 22:00,0,0,0
4565,IC29-NLX-010 S,YIK,营口,QZH,钦州,2020/3/29 14:00,2020/4/4 22:00,0,0,0
6918,IC29-CAY-039 S,YIK,营口,QZH,钦州,2020/3/29 14:00,2020/4/1 22:00,0,0,0
4566,IC29-NLX-010 S,YIK,营口,QZH,钦州,2020/3/29 16:00,2020/4/4 22:00,0,0,0
6919,IC29-CAY-039 S,YIK,营口,QZH,钦州,2020/3/29 16:00,2020/4/1 22:00,0,0,0
4567,IC29-NLX-010 S,YIK,营口,QZH,钦州,2020/3/29 18:00,2020/4/4 22:00,0,0,0
6920,IC29-CAY-039 S,YIK,营口,QZH,钦州,2020/3/29 18:00,2020/4/1 22:00,0,0,0
4574,IC29-NLX-010 S,YIK,营口,QZH,钦州,2020/3/30 8:00,2020/4/4 22:00,0,0,0
6934,IC29-CAY-039 S,YIK,营口,QZH,钦州,2020/3/30 8:00,2020/4/1 22:00,9,1768,1
4575,IC29-NLX-010 S,YIK,营口,QZH,钦州,2020/3/30 10:00,2020/4/4 22:00,0,0,0
6935,IC29-CAY-039 S,YIK,营口,QZH,钦州,2020/3/30 10:00,2020/4/1 22:00,0,0,0
4576,IC29-NLX-010 S,YIK,营口,QZH,钦州,2020/3/30 12:00,2020/4/4 22:00,0,0,0
6936,IC29-CAY-039 S,YIK,营口,QZH,钦州,2020/3/30 12:00,2020/4/1 22:00,0,0,0
4578,IC29-NLX-010 S,YIK,营口,QZH,钦州,2020/3/30 14:00,2020/4/4 22:00,2,1798,1
6937,IC29-CAY-039 S,YIK,营口,QZH,钦州,2020/3/30 14:00,2020/4/1 22:00,0,0,0
4579,IC29-NLX-010 S,YIK,营口,QZH,钦州,2020/3/30 16:00,2020/4/4 22:00,0,0,0
6938,IC29-CAY-039 S,YIK,营口,QZH,钦州,2020/3/30 16:00,2020/4/1 22:00,0,0,0
4580,IC29-NLX-010 S,YIK,营口,QZH,钦州,2020/3/30 18:00,2020/4/4 22:00,0,0,0
6939,IC29-CAY-039 S,YIK,营口,QZH,钦州,2020/3/30 18:00,2020/4/1 22:00,0,0,0
4596,IC29-NLX-010 S,YIK,营口,QZH,钦州,2020/3/31 8:00,2020/4/4 22:00,22,1798,1
6947,IC29-CAY-039 S,YIK,营口,QZH,钦州,2020/3/31 8:00,2020/4/1 22:00,2,1768,1
4597,IC29-NLX-010 S,YIK,营口,QZH,钦州,2020/3/31 10:00,2020/4/4 22:00,0,0,0
4598,IC29-NLX-010 S,YIK,营口,QZH,钦州,2020/3/31 12:00,2020/4/4 22:00,0,0,0
4599,IC29-NLX-010 S,YIK,营口,QZH,钦州,2020/3/31 14:00,2020/4/4 22:00,0,0,0
4600,IC29-NLX-010 S,YIK,营口,QZH,钦州,2020/3/31 16:00,2020/4/4 22:00,0,0,0
4601,IC29-NLX-010 S,YIK,营口,QZH,钦州,2020/3/31 18:00,2020/4/4 22:00,0,0,0
4617,IC29-NLX-010 S,YIK,营口,QZH,钦州,2020/4/1 8:00,2020/4/4 22:00,28,1648,1
8015,IC29-Q2P-109 S,YIK,营口,QZH,钦州,2020/4/1 8:00,2020/4/7 22:00,0,0,0
4618,IC29-NLX-010 S,YIK,营口,QZH,钦州,2020/4/1 10:00,2020/4/4 22:00,0,0,0
8017,IC29-Q2P-109 S,YIK,营口,QZH,钦州,2020/4/1 10:00,2020/4/7 22:00,3,1738,1
4619,IC29-NLX-010 S,YIK,营口,QZH,钦州,2020/4/1 12:00,2020/4/4 22:00,0,0,0
8018,IC29-Q2P-109 S,YIK,营口,QZH,钦州,2020/4/1 12:00,2020/4/7 22:00,0,0,0
4620,IC29-NLX-010 S,YIK,营口,QZH,钦州,2020/4/1 14:00,2020/4/4 22:00,0,0,0
8020,IC29-Q2P-109 S,YIK,营口,QZH,钦州,2020/4/1 14:00,2020/4/7 22:00,10,1738,1
4621,IC29-NLX-010 S,YIK,营口,QZH,钦州,2020/4/1 16:00,2020/4/4 22:00,0,0,0
8021,IC29-Q2P-109 S,YIK,营口,QZH,钦州,2020/4/1 16:00,2020/4/7 22:00,0,0,0
4622,IC29-NLX-010 S,YIK,营口,QZH,钦州,2020/4/1 18:00,2020/4/4 22:00,0,0,0
8022,IC29-Q2P-109 S,YIK,营口,QZH,钦州,2020/4/1 18:00,2020/4/7 22:00,0,0,0
4630,IC29-NLX-010 S,YIK,营口,QZH,钦州,2020/4/2 8:00,2020/4/4 22:00,8,1788,1
8038,IC29-Q2P-109 S,YIK,营口,QZH,钦州,2020/4/2 8:00,2020/4/7 22:00,3,1738,1
8039,IC29-Q2P-109 S,YIK,营口,QZH,钦州,2020/4/2 10:00,2020/4/7 22:00,0,0,0
8040,IC29-Q2P-109 S,YIK,营口,QZH,钦州,2020/4/2 12:00,2020/4/7 22:00,0,0,0
8041,IC29-Q2P-109 S,YIK,营口,QZH,钦州,2020/4/2 14:00,2020/4/7 22:00,0,0,0
8042,IC29-Q2P-109 S,YIK,营口,QZH,钦州,2020/4/2 16:00,2020/4/7 22:00,0,0,0
8043,IC29-Q2P-109 S,YIK,营口,QZH,钦州,2020/4/2 18:00,2020/4/7 22:00,0,0,0
8059,IC29-Q2P-109 S,YIK,营口,QZH,钦州,2020/4/3 8:00,2020/4/7 22:00,4,1738,1
