DATE,HOUR,NUM,PRICE,EPISODE
2019-12-10,8:00,-0.30177314347744927,2.180162401838585,0.0
2019-12-10,10:00,-0.30177314347744927,2.180162401838585,0.0
2019-12-10,12:00,1.1542816243798277,2.180162401838585,0.0
2019-12-10,14:00,5.926905585689791,2.180162401838585,0.0
2019-12-10,16:00,2.2867686660465987,2.180162401838585,0.0
2019-12-10,18:00,-0.30177314347744927,2.180162401838585,0.0
2019-12-11,8:00,1.6396332136655867,2.180162401838585,0.0
2019-12-11,10:00,-0.30177314347744927,2.180162401838585,0.0
2019-12-11,12:00,-0.30177314347744927,2.180162401838585,0.0
2019-12-11,14:00,-0.30177314347744927,2.180162401838585,0.0
2019-12-11,16:00,-0.30177314347744927,2.180162401838585,0.0
2019-12-11,18:00,-0.30177314347744927,2.180162401838585,0.0
2019-12-12,8:00,0.34536230890356273,2.180162401838585,0.0
2019-12-12,10:00,-0.30177314347744927,2.180162401838585,0.0
2019-12-12,12:00,-0.30177314347744927,2.180162401838585,0.0
2019-12-12,14:00,-0.30177314347744927,2.180162401838585,0.0
2019-12-12,16:00,-0.30177314347744927,2.180162401838585,0.0
2019-12-12,18:00,-0.30177314347744927,2.180162401838585,0.0
2019-12-13,8:00,-0.13998928038219627,2.180162401838585,0.0
2019-12-13,10:00,-0.30177314347744927,2.180162401838585,0.0
2019-12-13,12:00,-0.30177314347744927,2.180162401838585,0.0
2019-12-13,14:00,0.10268651426068325,2.6639405060510457,0.0
2019-12-13,16:00,-0.30177314347744927,2.6639405060510457,0.0
2019-12-13,18:00,-0.30177314347744927,2.6639405060510457,0.0
2019-12-14,8:00,-0.30177314347744927,2.6639405060510457,0.0
2019-12-14,10:00,-0.30177314347744927,2.6639405060510457,1.0
2019-12-14,12:00,-0.30177314347744927,2.6639405060510457,1.0
2019-12-14,14:00,-0.30177314347744927,2.6639405060510457,1.0
2019-12-14,16:00,-0.30177314347744927,2.6639405060510457,1.0
2019-12-14,18:00,-0.30177314347744927,2.6639405060510457,1.0
2019-12-15,8:00,-0.30177314347744927,2.6639405060510457,1.0
2019-12-15,10:00,-0.30177314347744927,2.6639405060510457,1.0
2019-12-15,12:00,-0.30177314347744927,2.6639405060510457,1.0
2019-12-15,14:00,-0.30177314347744927,2.6639405060510457,1.0
2019-12-15,16:00,-0.30177314347744927,2.6639405060510457,1.0
2019-12-15,18:00,-0.30177314347744927,2.6639405060510457,1.0
2019-12-16,8:00,-0.13998928038219627,2.180162401838585,1.0
2019-12-16,10:00,-0.13998928038219627,2.180162401838585,1.0
2019-12-16,12:00,-0.30177314347744927,2.180162401838585,1.0
2019-12-16,14:00,-0.13998928038219627,2.180162401838585,1.0
2019-12-16,16:00,0.02179458271305674,2.2310864128083177,1.0
2019-12-16,18:00,-0.30177314347744927,2.2310864128083177,1.0
2019-12-17,8:00,-0.22088121192982277,2.2310864128083177,1.0
2019-12-17,10:00,0.10268651426068325,2.0401213716718196,1.0
2019-12-17,12:00,-0.30177314347744927,2.0401213716718196,1.0
2019-12-17,14:00,2.6103363922371052,2.065583377156686,1.0
2019-12-17,16:00,-0.30177314347744927,2.065583377156686,1.0
2019-12-17,18:00,-0.30177314347744927,2.065583377156686,1.0
2019-12-18,8:00,-0.30177314347744927,2.065583377156686,1.0
2019-12-18,10:00,1.4778493505703336,1.8109633223080224,1.0
2019-12-18,12:00,-0.13998928038219627,1.8109633223080224,2.0
2019-12-18,14:00,0.02179458271305674,1.8109633223080224,2.0
2019-12-18,16:00,0.5071461719988157,1.8109633223080224,2.0
2019-12-18,18:00,-0.30177314347744927,1.8109633223080224,2.0
2019-12-19,8:00,-0.13998928038219627,1.8109633223080224,2.0
2019-12-19,10:00,-0.30177314347744927,1.8109633223080224,2.0
2019-12-19,12:00,-0.30177314347744927,1.8109633223080224,2.0
2019-12-19,14:00,-0.30177314347744927,1.8109633223080224,2.0
2019-12-19,16:00,-0.30177314347744927,1.8109633223080224,2.0
2019-12-19,18:00,-0.30177314347744927,1.8109633223080224,2.0
2019-12-20,8:00,4.228175023189635,1.658191289398824,2.0
2019-12-20,10:00,-0.30177314347744927,1.658191289398824,2.0
2019-12-20,12:00,-0.30177314347744927,1.658191289398824,2.0
2019-12-20,14:00,-0.30177314347744927,1.658191289398824,2.0
2019-12-20,16:00,-0.30177314347744927,1.658191289398824,2.0
2019-12-20,18:00,-0.30177314347744927,1.658191289398824,2.0
2019-12-21,8:00,0.7498219666416952,1.658191289398824,2.0
2019-12-21,10:00,-0.30177314347744927,1.658191289398824,2.0
2019-12-21,12:00,-0.30177314347744927,1.658191289398824,2.0
2019-12-21,14:00,-0.30177314347744927,1.658191289398824,2.0
2019-12-21,16:00,-0.30177314347744927,1.658191289398824,2.0
2019-12-21,18:00,-0.30177314347744927,1.658191289398824,2.0
2019-12-22,8:00,0.6689300350940687,1.658191289398824,2.0
2019-12-22,10:00,-0.30177314347744927,1.658191289398824,2.0
2019-12-22,12:00,-0.13998928038219627,1.658191289398824,2.0
2019-12-22,14:00,-0.30177314347744927,1.658191289398824,3.0
2019-12-22,16:00,-0.30177314347744927,1.658191289398824,3.0
2019-12-22,18:00,-0.30177314347744927,1.658191289398824,3.0
2019-12-23,8:00,-0.30177314347744927,1.658191289398824,3.0
2019-12-23,10:00,0.8307138981893217,1.658191289398824,3.0
2019-12-23,12:00,0.02179458271305674,1.3653782263228607,3.0
2019-12-23,14:00,0.9924977612845747,1.475183124976347,3.0
2019-12-23,16:00,0.6689300350940687,1.658191289398824,3.0
